ssn,leukocyty,hemoglobin,trombocyty,indicator,alt,ast,hematokrit,hbver,etytr,er-cv,erytrocyty
743-35-8779,7.48445,9.06592,3.10612,1.0,15.00214,68.95245,4.79015,7.35362,6.40185,27.57369,3.7271
743-64-3068,4.57017,7.45371,6.43174,1.0,15.100138371484631,42.26541,4.55722,4.45341,4.95948,69.15195,4.76236
743-82-2165,5.67973,6.98082,5.98153,1.0,12.00215,50.94286,6.06069,4.71813,5.0155,68.00991,4.12312
743-89-2387,4.29816,6.98261,6.85894,1.0,18.9273,47.50321,10.34648,5.63356,5.64221,59.74406,4.44695
744-11-4423,5.69087,8.20358,5.8592,1.0,19.05471,51.42383,4.09396,5.35586,5.59568,49.13743,3.99757
744-69-8616,6.14006,8.94719,6.39792,1.0,14.89856,72.15896,4.46741,5.19046,7.82458,38.54186,6.63199
744-82-6084,4.6966,8.23135,6.29544,0.0,9.93849,44.49797,7.68875,4.29484,4.81647,41.71903,5.79206
745-33-0526,4.24977,6.58656,5.80154,1.0,21.45941,53.39706,7.71481,7.66474,6.04861,58.81792,5.08436
746-26-5187,6.12735,6.33092,5.84469,1.0,12.00544,65.13331,7.35008,7.97817,6.33734,50.649,4.31755
747-39-3299,6.60736,6.24011,7.17992,1.0,18.82943,37.58484,6.59203,7.96769,6.68159,72.54921,5.12453
747-63-1779,5.44106,6.35257,6.43758,1.0,10.08875,21.97476,6.20992,6.03137,4.89993,61.84663,4.43013
747-70-6445,7.01405,5.20598,5.96832,1.0,20.7644,57.42485,9.47173,2.34101,5.92159,58.71703,5.65007
748-10-3827,7.35299,9.56339,6.99707,0.0,12.8254,49.33496,4.34994,4.78803,4.84351,54.95708,4.9916
748-19-0429,6.99017,6.77168,5.66352,1.0,16.07682,53.34287,7.32617,7.35233,5.98079,53.53636,3.97999
748-93-7483,5.22014,6.6212,5.45741,0.0,18.13441,43.04264,7.088,8.56809,5.85336,50.6842,5.94389
748-97-0270,5.88115,5.041,6.11503,0.0,15.72206,27.30106,5.92904,5.98058,5.74758,36.31359,3.25659
749-96-8824,5.50735,6.5915,4.99833,0.0,11.05363,49.82716,5.16232,6.61028,7.13386,36.57821,3.93341
750-23-4949,6.79076,7.24766,6.13038,1.0,15.23385,42.42618,5.31331,4.78181,4.11026,42.29496,4.53249
750-64-6638,6.21047,8.9058,5.36366,1.0,19.60193,49.69282,6.98189,5.56273,7.98183,21.87965,3.56433
750-84-3053,5.26108,5.54791,7.50872,1.0,20.36225,41.93607,6.51746,8.39253,6.58964,61.40637,5.44573
751-06-5416,6.09114,7.24766,5.98462,1.0,22.00411,48.05836,4.48437,5.82862,7.30978,38.31655,5.0746
751-08-4001,5.5189,3.84796,4.34851,0.0,17.00127,50.12569,7.80505,7.63718,6.29554,63.47544,6.46332
752-40-1782,5.43471,9.19128,4.58032,1.0,22.86126,36.83425,6.88117,6.20793,5.26647,64.06866,6.41132
754-73-3144,5.99628,7.13655,6.44608,1.0,15.30996,27.40549,6.32465,8.11328,5.96457,40.53569,5.10239
754-95-3974,5.07836,5.99561,7.40968,0.0,15.91529,57.55816,6.43774,3.70615,7.50694,62.55123,4.22484
755-27-1590,7.24838,9.60854,6.25364,0.0,10.14174,37.07072,7.9708,6.87657,5.90528,36.53299,5.91279
755-48-1605,7.02517,6.96555,6.69348,1.0,11.46369,64.63528,7.1883,6.7588,6.54878,37.57017,4.3002
755-53-4433,4.78038,6.22984,5.61856,0.0,11.18992,59.17895,5.24767,5.6139,6.36083,75.70328,1.54196
755-97-2972,6.4692,6.2612,5.5527,0.0,14.48258,40.87032,5.56614,4.6041,5.99562,57.98494,4.51037
756-13-8643,6.59878,6.572,4.19574,0.0,34.16268,50.10265,8.4481,2.69978,7.05846,44.77685,7.4117
756-53-8777,5.15553,8.29702,5.56576,0.0,14.45526,60.57204,9.17858,5.53778,5.67817,39.17162,5.45325
756-79-6694,4.45593,5.518,6.87867,1.0,19.43954,52.65647,9.08895,7.42241,6.1948,48.48359,6.49505
756-96-9839,6.20834,2.61058,7.21148,0.0,8.91174,38.69113,9.68779,7.68943,6.12909,60.41714,4.98838
757-30-7642,5.81239,9.42444,6.63993,1.0,15.70607,60.74756,5.89392,2.71613,5.12709,46.66058,5.94036
757-35-5319,6.08875,5.81604,6.1769,1.0,18.28954,51.68982,6.42631,5.25867,7.25601,64.36859,4.3036
757-38-1134,5.1423,7.61053,7.87614,1.0,17.12585,42.75381,6.39016,6.47741,5.36546,57.201,6.11055
757-38-8208,5.33672,3.95266,5.10394,0.0,9.69699,69.75541,8.36199,7.11289,4.77526,30.5834,3.706
757-71-2502,8.31226,7.28433,6.33274,1.0,14.78896,53.94069,4.08432,3.29978,6.55511,30.65988,4.3506
757-73-3760,8.35403,8.12374,5.73958,1.0,14.49492,41.64157,5.79712,7.01862,4.90919,64.23657,4.8233
757-73-9955,7.39916,8.30233,7.57303,1.0,18.10551,50.99792,4.28214,4.48244,7.15951,57.58884,5.45953
757-97-9335,5.72392,8.25907,7.38667,1.0,17.92733,56.2306,4.13651,3.54004,6.07788,63.61636,5.43021
758-06-7912,7.55096,6.21988,5.90484,0.0,13.45792,50.4865,7.42291,4.79811,5.7333,50.36041,4.34012
758-07-4476,6.05225,8.13057,6.16339,1.0,10.94906,56.7799,6.35815,7.54249,6.66375,48.85801,4.63091
758-38-5756,5.34516,9.13713,6.14577,1.0,11.41751,30.30556,6.16367,5.14461,4.97207,27.92879,6.60144
758-81-1911,5.37651,5.62882,5.57726,0.0,9.5366,52.39835,7.18872,7.14567,5.43287,67.75442,3.2538
758-85-1357,7.83997,7.02523,5.93162,1.0,12.31825,47.91475,6.07237,2.95845,5.51778,30.37403,4.0071
759-48-1567,6.3223,6.58616,7.20677,1.0,13.53619,36.08145,4.35298,4.73048,6.06438,45.79208,3.92195
759-71-4728,5.7731,8.45313,5.26261,1.0,15.29128,43.72919,4.74645,2.88503,7.7984,56.9893,5.80134
759-77-4519,7.08275,6.00236,7.50175,1.0,12.41784,48.18588,7.08617,6.62647,5.25872,42.80835,6.06595
760-43-8910,4.7697,9.67269,6.87856,1.0,19.58877,53.28355,3.62515,3.69701,4.87428,58.47067,6.42048
760-54-2332,5.65936,6.81371,5.75916,0.0,17.68491,48.30444,4.78116,6.48863,6.40958,58.15743,3.96389
760-55-2893,4.09693,7.47736,7.29324,1.0,9.36095,41.51424,6.36261,6.94539,5.02624,43.32381,4.05846
761-67-1990,6.01051,6.775087079790713,5.92458,1.0,15.55558,48.6807,8.28454,7.82697,6.61934,50.13777,4.35602
762-81-0615,6.15184,8.93588,6.96393,1.0,13.69562,58.50838,6.18831,6.36682,6.71327,43.19834,3.47249
762-81-9122,6.25735,6.57201,5.2661,1.0,19.38169,42.51668,4.2607,3.82566,7.91867,30.81059,3.65959
763-21-4781,4.38395,6.60363,5.665,1.0,14.29136,39.33576,5.45917,5.87771,4.62179,68.46318,4.52065
763-23-7702,6.03375,5.43292,6.2565,1.0,14.64433,27.1487,3.34615,5.14658,5.12908,40.32606,3.8731
763-49-6732,6.29775,6.99893,6.16344,1.0,16.30179,50.88574,7.86234,6.70057,6.72399,70.12026,4.54658
763-56-1627,5.83582,8.03479,6.24847,1.0,10.56638,56.80846,3.03871,3.88043,7.44575,50.32984,5.31029
763-90-1562,4.42358,6.58295,6.08917,1.0,21.21831,41.91897,6.7948,7.82151,5.82984,59.82706,4.68881
764-04-9876,4.79619,8.79268,7.89628,1.0,11.50618,45.96885,5.64876,6.99008,5.266,51.20518,3.5012
764-40-3294,6.04503,6.55472,6.12925,0.0,14.35115,34.82457,4.44485,6.54316,5.49945,47.33495,2.4994
764-56-9268,5.96441,7.68308,6.71286,1.0,11.28478,51.35353,4.34038,3.42159,4.87378,78.82766,4.65271
764-58-7948,6.22613,4.57164,4.35212,0.0,12.45103,47.16107,6.54496,6.43653,4.46991,45.17759,4.13412
764-63-6675,7.67195,7.27465,5.9989,0.0,18.05924,31.08177,5.7137,4.49856,6.95636,39.27231,5.78877
764-82-3535,5.73782,5.06912,6.54295,0.0,14.27655,75.94541,5.90586,6.49463,6.28093,40.24028,4.60014
765-03-9354,4.39335,6.81878,7.33151,0.0,21.51587,36.26238,8.14187,5.19324,4.73867,37.90909,4.9795
765-35-3591,6.26857,7.43201,3.84137,1.0,14.3696,62.72713,8.20673,5.34534,7.44105,69.83866,3.41062
765-46-5663,4.75777,5.60381,5.06429,1.0,14.83135,38.01055,7.88678,7.74521,5.07809,51.19662,5.50485
765-51-1273,6.34586,9.0533,5.01547,1.0,10.25485,41.74345,5.91785,6.96459,6.11947,37.64347,4.40085
765-62-9278,6.73806,9.84046,6.01761,0.0,12.54367,42.00438,6.11592,4.72414,6.99754,52.70948,5.37209
765-93-0321,6.50231,6.56318,5.47654,1.0,17.93718,46.37596,5.49364,5.43885,5.66796,57.86027,4.67191
766-26-2138,6.38761,5.78668,6.1231,0.0,18.97364,62.75863,6.149,7.0576,4.74543,42.1464,4.72057
766-40-9992,7.68376,5.87406,5.70066,1.0,19.67365,40.58484,8.79429,7.37018,6.93317,46.79485,6.07327
766-53-8384,6.04277,8.76704,4.11097,1.0,23.26299,15.29738,4.12805,3.34553,6.79709,59.19779,5.412
766-86-4511,5.10907,10.27181,5.30958,1.0,11.74373,46.55849,5.43556,6.15559,6.42599,65.14851,3.01742
767-13-0171,5.85126,5.11356,5.25464,0.0,10.68526,38.73661,7.24037,7.31865,5.84328,47.29269,4.55212
767-58-2649,6.89289,5.68168,6.19949,1.0,10.09623,50.39282,5.60888,5.11024,7.34249,42.34844,3.74068
767-91-9470,5.64064,6.71686,6.13445,1.0,12.70517,65.10372,9.1632,6.26919,5.73794,47.86622,4.80481
768-02-6418,6.44584,8.40789,6.73052,0.0,15.50598,53.19541,7.72344,5.58076,5.82507,57.34524,4.12745
768-47-4738,5.83642,6.74739,6.06559,1.0,10.41932,40.44075,4.08247,5.81104,6.19161,60.67712,4.87195
768-50-8058,7.01,4.85026,7.12075,0.0,12.66722,36.01463,7.83577,7.9365,3.23182,55.38502,5.57568
768-52-4396,7.46071,8.27007,5.73825,1.0,11.43366,51.78878,7.31822,6.55426,5.50867,43.81892,3.69993
768-72-9316,5.73326,7.50661,6.91749,0.0,16.83287,62.82492,7.5094,4.2103,5.10964,23.13309,4.95154
769-19-9187,6.18324,4.80502,5.09192,0.0,16.50944,70.27019,7.98179,7.41782,6.61186,43.41547,3.94017
769-76-4552,6.95326,7.4941,5.08115,1.0,10.5541,48.20582,5.27456,4.95584,5.4597,36.39795,4.83432
769-85-7693,6.10798,6.43975,5.99211,1.0,18.80965,40.32476,7.46859,7.51764,8.03289,52.84307,4.18579
770-23-1443,6.38053,10.63001,6.37831,1.0,12.58393,52.27613,4.14784,6.92003,5.41859,33.52255,3.82115
770-25-9536,8.00107,8.21418,7.95101,1.0,16.02045,37.08133,7.05876,7.11786,5.24565,33.96455,5.38881
770-40-6116,6.02687,5.38522,5.28285,1.0,10.22307,40.26854,7.17397,8.18414,5.16438,32.34958,5.57902
771-02-7418,7.59654,7.41998,6.88293,1.0,17.78986,29.44511,6.73493,7.23567,6.96313,57.1375,4.43863
771-10-7193,6.68213,4.10263,7.05165,0.0,13.60744,37.6017,8.08137,6.69136,6.31842,41.13153,2.77317
771-62-6804,7.26119,8.42309,6.98458,1.0,15.20841,37.72666,5.31454,4.17787,6.04949,41.84262,5.9812
771-96-7290,4.23872,5.18517,5.55025,0.0,15.42097,36.10854,6.81655,6.70015,5.64809,55.60281,3.3338
772-32-3965,7.52116,2.84825,6.67183,0.0,20.21082,31.14949,9.39849,7.33622,5.86948,68.83434,4.27661
772-50-6667,5.93253,6.41651,5.27514,1.0,16.05764,44.37327,8.5621,6.95713,6.63572,60.51956,5.36853
773-02-6536,7.16979,4.47823,6.83353,0.0,15.1976,44.01649,7.87194,7.50828,4.04974,69.85089,4.87982
773-14-6332,6.77574,8.45539,5.46412,1.0,11.37315,47.66891,5.747,7.35482,5.72584,39.53686,4.98145
773-69-8934,6.33085,8.65557,6.26939,1.0,9.84003,47.45488,4.8685,7.89755,7.48267,32.64328,2.66304
774-03-2928,5.09186,4.83549,5.0917,1.0,10.36405,65.59481,3.44245,5.86894,6.69848,58.14856,2.70999
774-03-3834,5.32212,5.18726,5.9704,0.0,21.40298,25.55081,6.45978,4.97019,6.57096,49.39238,3.51624
774-91-0379,4.55997,8.67592,6.53567,0.0,16.07939,65.61162,9.0991,5.974547345739472,4.50871,49.13109,6.63527
775-24-4941,5.52741,8.75838,6.19842,0.0,15.44656,39.0938,6.2833,6.12568,6.97185,18.37563,5.23554
776-03-4596,5.67361,6.95534,6.19083,0.0,4.83198,62.9162,6.10435,6.59219,4.99727,48.48987,1.62859
776-49-1151,6.40237,5.13489,5.0506,1.0,16.65275,24.99676,3.25884,5.57802,4.88033,28.11599,3.84654
776-55-7371,6.6333,6.71709,5.76702,0.0,14.34138,47.54922,8.01707,4.44572,6.78135,29.26257,4.97816
777-64-2884,5.19556,7.34645,8.12308,1.0,12.95324,53.34955,5.28034,3.97523,7.27104,47.57087,4.93692
777-73-3504,4.4027,5.7993,6.46486,0.0,12.55138,58.34967,8.17887,3.87273,5.33138,69.62138,5.74698
777-74-4881,7.8788,8.92847,6.5182,0.0,15.58784,42.17824,6.09934,4.0416,6.15777,51.53054,5.66555
777-79-1447,5.48545,8.1445,5.53871,0.0,28.24093,39.77026,7.89951,4.44983,4.64864,24.76771,7.08862
778-11-5170,5.70126,6.32685,5.5226,1.0,17.20827,44.55385,8.08094,6.6028,5.74046,61.98308,5.06796
778-68-4753,4.99129,6.98672,5.52086,1.0,10.11651,44.11496,8.2352,6.6424,5.62248,68.10966,5.07347
779-06-2008,6.62987,4.42634,5.84428,0.0,7.50708,35.12908,6.68304,6.16774,7.43061,53.5502,3.30522
779-24-6902,6.33204,6.21339,5.18722,0.0,16.28514,57.15379,7.31483,3.64537,5.95781,39.97408,3.75347
779-38-1593,4.97665,7.00779,5.43728,0.0,13.208,56.29972,6.20202,4.57251,7.15207,71.39629,3.34592
779-56-1025,5.67987,6.94598,7.38261,1.0,17.33238,59.35322,5.66452,8.09145,4.90951,52.86101,5.58843
779-67-4144,5.54894,7.3953,7.75096,0.0,11.90575,60.36909,6.75214,5.0566,4.17355,27.33355,5.1641
779-89-4026,5.04421,8.67373,5.54004,1.0,16.85426,35.39809,4.9397,3.46588,6.50108,37.32679,5.50529
780-15-8646,6.36198,7.03813,6.44981,1.0,15.9243,46.91275,4.62401,4.677,5.80627,50.54858,4.91342
780-69-8341,3.98213,8.09769,7.93918,1.0,18.12426,56.1646,6.79059,6.06804,7.67191,35.43954,3.97278
780-73-4375,6.33214,6.3237,6.82578,1.0,19.29856,34.99863,8.03575,7.47565,3.68301,58.83468,6.27053
781-07-3292,6.17973,7.95075,4.75591,1.0,13.79669,26.07181,8.11449,5.96792,5.93599,70.82157,1.2382
781-20-3355,6.45143,7.7458,7.36661,1.0,14.56577,27.86289,5.46249,4.18275,6.74114,34.65105,4.95691
781-86-4167,6.01438,6.25498,4.34665,1.0,15.100138371484631,59.15151,4.96921,6.16694,7.5733,46.50424,4.38719
781-88-9325,6.7546,8.69963,6.34604,1.0,11.38362,20.47826,5.37795,2.73137,4.38118,56.45991,5.43587
782-17-9303,6.65068,5.01465,6.93087,0.0,16.27513,35.07768,6.0446,6.58023,4.67751,50.57771,4.78117
782-36-7404,6.15184,5.15795,5.07304,1.0,8.67618,62.27896,5.88742,9.48439,4.96355,84.0445,3.75218
782-48-5147,5.63021,7.06521,6.01704,1.0,15.00522,68.4937,3.47593,5.82579,4.85229,42.77991,5.5608
782-60-5745,6.08092,4.99041,4.52623,1.0,11.03307,33.16747,7.71066,8.31505,4.64177,25.65189,3.80264
782-83-3963,5.53326,6.16074,5.25097,1.0,10.2352,26.23404,8.71116,6.55641,6.7122,61.62696,4.75192
783-07-8629,5.09684,7.21626,5.92573,1.0,9.67329,45.8623,7.31121,7.49101,7.33812,53.97765,5.57532
783-89-4153,4.51149,7.74364,6.43126,1.0,17.85065,65.4349,7.02722,6.26214,4.99732,33.83412,5.32308
784-19-2498,4.12554,8.04509,7.03023,1.0,15.63596,64.19154,5.26564,4.86375,7.44891,23.21851,5.2048
784-26-6089,5.70072,6.27968,6.22419,1.0,12.29877,70.97126,4.23172,5.62875,6.60438,58.45656,5.43923
784-78-4351,6.92281,7.82724,5.27506,0.0,14.46765,51.85697,7.44454,3.97863,6.80367,42.12793,5.44179
784-94-8805,5.8513,5.68097,7.54627,1.0,16.86002,48.05656,8.01541,7.40238,6.6387,40.37303,4.96918
785-52-8577,5.15172,8.89973,4.46604,1.0,15.97845,53.77986,6.13298,6.38266,5.89545,62.34723,5.11334
785-71-6463,6.94882,6.55945,6.48981,1.0,16.70299,34.63249,4.22875,4.70064,5.98963,33.8558,3.8874
786-59-4128,5.91199,7.39407,6.14236,0.0,13.99481,52.5967,6.63286,5.51483,7.97771,67.60423,5.08142
786-69-3932,4.29147,6.775087079790713,6.24759,0.0,16.25699,32.41122,8.16012,6.59852,6.76524,69.21655,3.88899
787-37-7066,6.96635,6.00283,6.76869,0.0,14.81125,39.19294,4.91498,6.57277,6.63243,65.11779,2.00621
787-72-0133,5.18766,8.21454,3.30113,1.0,15.86945,41.36682,4.55001,3.86584,6.54481,41.26355,5.49619
787-77-3982,7.63256,4.69174,6.65394,1.0,15.19281,15.21174,6.0043,5.61744,5.226,35.16796,3.00338
787-90-1763,5.54106,4.54859,6.21042,1.0,9.54229,63.88461,4.15113,6.15854,4.23508,39.65838,2.77193
788-04-9611,5.02019,7.36251,6.06075,1.0,7.92314,51.67621,7.54591,6.78175,6.69933,69.21847,5.01566
788-05-9167,6.10181,5.90451,5.07715,1.0,14.15049,59.18481,4.77877,5.10686,5.20777,31.36786,3.88939
788-43-5062,6.44596,7.05355,4.31354,1.0,18.26744,35.53908,7.35898,7.42482,6.58476,44.16188,6.76643
788-63-7217,7.6798,7.26908,6.81598,0.0,16.9963,51.55977,5.99782,5.09067,5.42546,56.93045,4.48242
788-99-3856,7.00681,5.81097,8.44789,0.0,10.21444,61.55348,5.16274,5.36817,5.89736,56.2191,4.37899
790-01-0960,4.10814,7.97199,5.48235,1.0,13.55295,47.24981,6.20158,7.08286,5.11784,44.95014,4.62305
790-11-0276,6.4647,6.78532,7.87791,1.0,11.99247,52.86562,6.08503,3.98257,7.0616,27.52907,3.23216
790-31-2131,5.04094,7.89171,6.21343,1.0,15.61345,45.66687,4.37851,4.52949,7.76949,55.49237,5.53255
792-07-4495,5.09365,9.05023,7.59659,0.0,18.80076,51.87331,6.45059,5.49159,7.01565,20.1123,5.11746
792-31-6782,5.15092,7.77857,4.6318,0.0,15.98527,34.04164,7.75728,3.94798,4.70975,31.0994,5.14695
792-70-1356,4.6099,8.77484,4.87737,1.0,24.34788,39.39858,7.56011,6.22528,5.17812,55.45695,6.00621
792-71-9730,6.84454,7.80254,5.7722,1.0,16.69291,56.91321,5.243,7.9801,5.17866,71.35308,5.11806
792-79-2312,3.46719,4.25609,6.18171,0.0,13.49516,31.82247,6.9145,6.45184,8.76844,63.62462,3.97384
792-98-8451,5.94303,6.10366,5.92245,1.0,8.43157,45.26263,3.127,6.60521,2.40862,51.21768,4.29837
792-99-5424,5.56754,9.2888,6.03033,0.0,23.57857,41.2772,8.31551,4.04341,4.77995,31.50596,7.31567
793-01-9426,6.52935,6.29515,6.16139,1.0,18.35787,39.99688,4.9532,5.59473,5.49723,53.58812,4.12743
793-02-7963,6.20215,8.83222,7.27447,1.0,19.2585,22.96722,3.025,4.87468,6.60086,30.86265,6.70621
794-58-9727,7.11902,8.12765,3.70031,1.0,17.62256,53.07407,4.05219,3.99855,6.99421,58.17233,5.52663
794-68-3210,5.07931,7.85126,6.68818,0.0,13.09846,41.0153,6.31099,7.37538,5.17953,65.37357,3.50867
794-75-3237,6.33382,5.83533,6.15238,1.0,18.33255,27.98813,9.69032,6.89802,5.23131,37.50834,5.71347
795-26-1733,6.88397,7.02613,5.80585,0.0,11.41092,57.42469,6.51357,3.60489,5.34201,36.89602,4.84982
795-78-3742,6.68535,6.17684,6.86096,1.0,7.33233,66.33759,7.03242,8.19403,7.57566,56.97107,4.01618
795-95-3538,8.34636,6.67042,5.24511,1.0,6.07087,63.04188,4.9959,5.57633,5.16389,33.37375,3.91792
796-17-0838,6.60782,6.10354,4.34361,1.0,17.94606,43.80782,6.55886,4.49612,6.32652,23.8216,3.06689
796-61-5767,7.09147,6.99824,5.78794,1.0,18.20253,41.21178,8.22565,6.85831,5.97109,33.03195,5.10258
796-76-3971,6.18489,8.15555,5.81705,0.0,8.66119,57.13556,7.22941,6.00064,7.66078,34.65877,3.41519
796-93-6238,7.22258,6.76271,5.3122,1.0,15.31182,39.93376,4.23378,4.84292,4.57231,25.28491,4.06083
798-11-2745,5.50394,6.93066,5.09308,1.0,19.1879,37.84678,7.15373,6.52462,5.92523,36.98423,4.46273
798-18-4724,6.08159,8.05556,5.89924,1.0,11.27065,43.33418,5.46541,3.78884,7.85286,56.99337,5.09194
798-56-1652,6.04475,7.79323,5.63919,1.0,12.77105,59.65662,7.20059,6.00378,6.03514,44.98482,3.98672
798-89-9803,5.58588,5.8482,4.69061,1.0,22.16004,35.56772,7.31147,8.18353,7.52928,58.59558,6.56882
799-23-2994,6.30176,8.60924,6.30745,1.0,15.58454,47.86402,4.75913,3.56928,2.92147,50.00924,5.56004
799-50-6380,5.73896,9.66625,7.43447,0.0,19.76907,32.04312,5.49924,4.37278,5.73163,47.72851787977785,6.65159
800-16-6359,7.04972,7.1957,7.25085,0.0,12.3373,65.33887,6.9354,3.95688,5.72359,46.78006,5.20101
800-33-3010,4.67146,7.41953,5.77845,0.0,8.30991,49.55318,5.44919,4.94473,5.4878,56.56175,3.87561
800-58-6761,6.44389,7.33144,7.75627,1.0,16.01791,62.21977,7.29831,6.40558,4.90257,58.4892,5.48254
800-97-5174,6.01528,3.32986,7.76336,1.0,19.17095,59.68936,9.223,8.69327,5.03482,50.86798,5.59267
801-05-0944,5.4566,8.01226,5.93054,1.0,15.67391,38.99723,8.09989,6.05976,5.96871,56.11444,4.29803
801-47-9609,7.4204,8.00045,6.54372,1.0,17.81072,41.09951,6.70077,7.23616,7.92524,34.74244,4.02388
801-52-6765,6.27583,8.57352,6.3805,1.0,16.44311,48.66603,3.64826,4.90679,5.04129,53.88306,6.09747
801-56-9283,5.52987,7.114,5.88514,1.0,13.97131,40.53668,4.48391,8.64809,7.19333,57.3243,5.2444
801-66-5509,6.37697,6.96113,5.07658,0.0,13.42561,46.7067,6.72365,6.43929,5.22608,55.7521,3.66728
801-78-7785,6.286,8.01129,4.43648,1.0,15.06995,33.47308,6.61983,7.5088,5.37538,47.68505,5.63947
801-80-7102,5.76442,7.21821,5.113,0.0,16.09967,53.23247,7.18367,6.76664,5.6624,34.84553,4.63884
801-92-3082,5.19498,6.13171,3.54597,1.0,10.08108,44.55953,5.17392,5.21483,5.51094,50.99403,3.38006
801-98-6608,7.43849,6.28022,6.46149,0.0,9.41387,49.5202,4.78523,5.69417,3.78423,34.48684,2.54467
802-11-8677,6.19219,6.89538,7.28529,1.0,15.64432,45.03517,3.3854,5.17759,5.06081,46.72701,4.65692
802-45-1874,5.38394,6.27944,6.73822,1.0,20.54251,48.98802,8.44822,6.94619,5.04836,34.9949,2.65587
802-51-7067,6.42402,8.43856,5.67065,1.0,17.1723,61.62235,5.60056,7.03459,6.15539,43.1909,4.06672
802-54-0268,5.37048,6.26056,5.75166,1.0,12.71577,56.221,8.43521,6.99102,7.50851,58.87262,4.69474
802-62-0870,6.74145,6.09822,6.0296,1.0,14.19224,51.27453,4.46577,5.21573,7.07883,38.50166,4.6099
802-75-1721,5.82938,6.37119,7.94715,1.0,13.4291,48.20575,7.51681,7.42789,5.89259,58.58751,4.46036
802-80-2506,5.86021,7.06172,5.29032,0.0,14.01451,52.59133,5.86267,6.6676,7.88717,36.22754,2.78564
803-57-6889,6.642,6.30176,5.45358,1.0,15.1298,61.70036,6.13564,4.99746,5.00011,44.51739,3.78259
804-67-6817,4.47393,7.67794,4.93989,1.0,20.92325,77.96609,6.76312,7.03468,8.12456,43.75557,4.16286
805-26-9179,4.54884,8.79344,4.21913,1.0,13.93443,60.89174,4.49894,4.03144,6.98797,47.60891,6.37162
805-91-7550,6.1383,9.5564,4.73378,1.0,19.28577,34.47042,3.64568,3.00424,5.88383,63.90938,5.94416
806-12-8534,6.64699,8.52268,7.16355,1.0,21.05726,68.25173,5.11123,3.64705,8.51452,50.17473,5.94167
807-65-6785,7.79322,7.73333,4.45741,1.0,18.98232,50.97065,5.55072,8.00912,6.64786,55.1903,4.38347
807-67-0280,6.09164,5.88932,5.66074,0.0,14.40482,50.6689,6.43234,7.82935,6.23317,52.63785,6.22354
808-04-8524,4.95638,5.82206,6.81088,1.0,15.34028,62.30472,8.69606,7.19018,6.42577,43.56741,3.43551
808-79-0801,7.73925,7.91704,7.24868,1.0,8.40989,40.77885,4.20753,4.89473,6.24945,38.80267,5.52094
809-04-1800,5.70255,8.25995,4.39891,1.0,9.82834,45.90737,3.85303,3.83995,4.9113,36.00258,4.751365567178817
809-54-0058,5.36573,10.95945,6.06536,1.0,20.49505,68.01042,4.95006,5.74644,5.46042,78.83182,5.49835
809-64-7326,5.91281,6.63595,5.72522,0.0,16.24087,49.10625,5.92742,7.17704,5.63228,35.05664,4.18821
809-98-6237,7.89789,6.01848,6.76515,1.0,29.17807,64.93243,7.37798,7.77119,5.79405,43.29228,7.42597
810-17-3947,6.58889,8.06948,4.98998,1.0,11.40033,47.46311,2.8765,3.72476,7.06526,60.23275,5.73868
810-50-0804,6.42749,9.24871,7.95537,0.0,6.67104,54.21686,3.87943,6.52563,5.45285,45.69793,2.85362
810-55-9575,5.22314,7.46727,6.84195,0.0,19.50482,49.591,5.1781,7.29166,6.34817,42.90599,4.4827
810-79-3366,5.32908,7.15784,3.01174,1.0,15.05933,45.02846,4.98718,3.52825,6.14214,40.90361,4.61814
811-45-1798,5.77547,3.13092,6.89548,0.0,14.16879,28.21591,6.81077,6.35543,7.59578,38.72448,5.63533
811-85-4814,5.49424,7.21365,5.04143,0.0,21.48393,20.90855,6.31376,7.81807,5.25819,28.94129,4.36253
811-88-2825,6.96597,8.96234,5.60398,1.0,10.9594,61.62449,5.1359,7.69473,6.42056,38.86419,4.75596
812-20-6072,5.37987,7.92133,5.90503,1.0,19.22574,38.62341,5.17125,3.31085,7.08061,31.11056,4.15688
812-21-5110,5.86853,5.95893,5.08018,1.0,15.98445,47.3077,6.87941,7.65692,6.3636,42.88404,6.08001
813-62-7989,6.07477,8.51041,5.84095,1.0,20.07021,57.22751,6.81662,6.5522,7.71519,54.26936,3.91745
813-92-6016,5.56895,8.72343,6.38896,1.0,15.55037,45.06149,7.72872,4.93945,6.1697,30.69484,4.12498
814-05-7137,6.14687,6.48789,6.78587,1.0,19.79142,48.01591,5.63341,4.71417,5.04861,67.27159,4.06933
814-10-8088,5.31883,6.07441,7.33927,1.0,10.01398,44.72609,5.60389,6.83212,6.29991,48.22336,4.10569
814-24-7702,5.39095,7.47656,6.28907,1.0,15.70193,40.0274,7.49226,6.70353,7.06365,37.96254,3.9029
814-48-1892,6.33387,6.775087079790713,3.39929,1.0,17.97929,27.35661,4.32752,6.20734,8.38538,18.24624,5.06465
815-15-2537,4.88406,8.67824,5.60605,0.0,9.27377,58.61126,6.51824,5.51417,8.55755,30.84514,4.54713
815-40-0942,6.14952,6.80984,6.56466,1.0,10.13873,44.43276,5.87743,5.13681,3.47365,54.10323,4.48497
815-44-6694,5.86366,6.3347,5.80045,1.0,13.49651,45.6795,3.87976,5.87759,7.06506,72.56057,4.61464
