ssn,hbver,hematokrit,hemoglobin,relationship_1,relationship_2,relationship_3,relationship_4,relationship_5,relationship_6,race_1,race_2,race_3,race_4,race_5,indicator
655-93-7146,-1.6293845703523748,-1.8001184644786852,1.0823400553602127,0,0,0,0,1,0,1,0,0,0,0,1.0
786-69-3932,0.4028910389779882,1.108772293108819,0.00014998970637707332,0,0,0,1,0,0,0,0,1,0,0,0.0
473-75-3051,0.5910408663574135,0.24532093129012889,-0.14445795837461153,0,0,0,0,1,0,0,0,1,0,0,1.0
807-65-6785,1.315434521653745,-0.5271378650516655,0.5929682725215836,0,0,0,0,1,0,1,0,0,0,0,1.0
690-88-6942,-0.16417846379323567,1.9576788876747608,0.6752241569333308,0,1,0,0,0,0,0,1,0,0,0,1.0
041-80-5494,1.1153878598447107,-0.33835681698495074,0.5031462820151043,0,0,0,1,0,0,1,0,0,0,0,1.0
868-46-8588,0.20594958680800332,0.078595267359264,0.687758033423869,0,0,0,0,0,1,0,0,0,1,0,1.0
354-37-3318,0.25507012178572247,0.4063979593180948,0.9383613250718112,0,0,1,0,0,0,0,0,0,0,1,1.0
053-41-5840,-0.44893912606759734,1.6952210703173969,-0.011126217938242264,0,0,0,0,1,0,1,0,0,0,0,0.0
687-01-8802,0.08685185877694787,0.3216558821821427,0.09565300626052062,0,0,1,0,0,0,0,0,0,0,1,1.0
895-44-7545,1.5878390372393878,0.14689924978111768,0.15029848061438345,0,1,0,0,0,0,0,1,0,0,0,1.0
350-93-0620,0.0996931944717683,0.5197468351498628,-0.5443913145480312,0,0,0,1,0,0,1,0,0,0,0,0.0
029-82-9024,0.9430875399979357,-0.01689238351427912,0.3196109839673236,0,1,0,0,0,0,1,0,0,0,0,1.0
268-76-3431,-1.2943971421663827,0.43839644727414234,-0.02321466545182131,1,0,0,0,0,0,0,1,0,0,0,0.0
300-50-4245,0.1484126398711099,-1.004789275491189,1.2861238123189174,0,0,0,1,0,0,1,0,0,0,0,0.0
645-74-2460,-0.8264679263085712,0.6998072921611576,1.0025525898624472,0,0,0,0,1,0,0,1,0,0,0,0.0
027-91-9076,-1.287494519906245,0.24816092248215266,0.25039627015876276,0,1,0,0,0,0,1,0,0,0,0,1.0
364-76-1475,-1.3999936774543196,0.7885617188840746,1.3575285519308598,0,0,0,0,1,0,0,1,0,0,0,0.0
503-24-7355,-0.13979609893994652,-0.022760444785215807,-1.3157072667745173,0,0,0,0,1,0,1,0,0,0,0,0.0
610-82-2436,-0.7264348916239318,-1.4090585735628558,1.1881294373879563,0,1,0,0,0,0,1,0,0,0,0,1.0
345-18-6395,-1.2128271664605939,-0.07095879419863582,1.0803108789096219,0,0,0,0,0,1,1,0,0,0,0,1.0
801-05-0944,0.054357133741641424,1.071012321917739,0.7655286954981821,0,0,0,0,1,0,1,0,0,0,0,1.0
142-53-7064,-0.7076742500546728,1.6500758681678092,-0.2813840631944967,0,0,0,0,1,0,1,0,0,0,0,0.0
339-91-5689,-1.2829013973151504,-0.7920908623084236,0.26880114802616245,0,0,0,0,0,1,1,0,0,0,0,1.0
132-09-6153,-0.5556289539159494,-2.061554386550619,-0.2960832194341411,0,1,0,0,0,0,1,0,0,0,0,1.0
815-48-1906,0.9536581911442007,0.4756548747668523,-0.736742394431457,0,0,1,0,0,0,0,1,0,0,0,0.0
271-16-3662,-1.0803188143008917,-0.16723010710088348,-0.3962428741142085,0,0,0,0,1,0,0,0,1,0,0,1.0
129-11-4698,0.6977630401395062,0.41159520589246057,-1.5530899789257762,0,0,1,0,0,0,1,0,0,0,0,0.0
406-62-7374,-1.1711138503093579,-1.083337287952263,0.7090520131279328,0,0,1,0,0,0,1,0,0,0,0,1.0
120-42-7628,-0.6228243966676376,-0.3535723989342708,-0.15677530689023958,0,1,0,0,0,0,1,0,0,0,0,1.0
761-67-1990,1.197598285038554,1.1867748767979156,0.00014998970637707332,1,0,0,0,0,0,1,0,0,0,0,1.0
164-09-8291,0.16886173918160274,-1.0638585845667927,0.9628537322909831,0,0,0,0,1,0,1,0,0,0,0,0.0
645-08-6105,-0.42307531744901183,0.6376472200443446,-2.3887209262142752,0,0,0,0,1,0,0,1,0,0,0,0.0
888-25-6174,0.7691505159039109,0.21863253724058065,0.5945520199952158,0,1,0,0,0,0,1,0,0,0,0,1.0
615-17-3878,-0.22708483573098556,-1.7630606544653233,0.06317381002393327,0,0,0,0,1,0,0,1,0,0,0,1.0
584-31-6542,-1.117439007861033,-0.5206177969728472,0.7729834443486753,0,1,0,0,0,0,1,0,0,0,0,1.0
010-90-5545,-0.8532568286321237,-0.43583810405951745,0.7323627962554494,0,0,0,1,0,0,0,1,0,0,0,1.0
728-05-4427,-0.8166800467588163,-0.34618716797576293,-0.15727641448931806,0,0,0,0,1,0,0,0,1,0,0,1.0
711-01-1286,1.1516217748203728,0.1324735991567316,0.34511797941179034,0,1,0,0,0,0,0,0,0,1,0,1.0
385-04-1147,-0.8489548194446904,-0.21426863671182128,-0.26361020971112187,0,1,0,0,0,0,0,0,0,0,1,0.0
657-32-9878,-1.047435938060704,-1.4373393688547307,0.5839050301431836,0,0,0,0,1,0,1,0,0,0,0,1.0
401-84-7858,0.429718756422029,-1.008463083081754,-1.0589298345848388,0,1,0,0,0,0,0,0,0,1,0,1.0
438-24-2922,0.1831651110814756,1.733338391393567,-0.1377827102337966,0,0,0,0,0,1,0,1,0,0,0,1.0
158-08-5139,1.7539354069948117,-0.687230613571579,0.09966805356671996,0,0,1,0,0,0,1,0,0,0,0,1.0
492-22-0793,1.6983780312028127,-0.5974041371933941,0.14080836879973085,1,0,0,0,0,0,0,1,0,0,0,1.0
094-97-7491,-0.14545663734446437,0.39772125333628244,0.23338954435792836,0,1,0,0,0,0,0,0,0,0,1,0.0
098-78-5196,0.5549363351167116,-0.3922414180786483,0.12135178362562286,0,1,0,0,0,0,1,0,0,0,0,0.0
551-91-3269,-0.7357634589145775,-0.38614139284721505,1.254510727981972,1,0,0,0,0,0,0,0,0,0,1,0.0
763-49-6732,0.46890908974153644,0.9220851899828022,0.13863071602348728,0,1,0,0,0,0,1,0,0,0,0,1.0
174-02-4780,-0.9584393359681878,-1.9662297373790465,0.9823721826007797,0,1,0,0,0,0,1,0,0,0,0,1.0
396-58-0809,-0.5396694702085834,0.4148364320431807,1.4183419803128898,0,1,0,0,0,0,1,0,0,0,0,0.0
898-09-0146,-1.2658486210473687,1.570662692827045,-0.012623354221909655,0,0,1,0,0,0,1,0,0,0,0,0.0
354-74-0403,-1.0713525214681354,-1.036819109928385,0.4782455649003868,0,0,0,0,1,0,1,0,0,0,0,1.0
275-69-0529,-0.2075284841917202,-0.9449927280529472,0.4761668963412453,0,0,1,0,0,0,0,0,0,1,0,1.0
595-30-6394,1.869863233519337,-0.19805623666198943,-0.12208752530956381,0,0,0,0,1,0,0,0,0,1,0,1.0
802-54-0268,0.6568066188377888,1.2812343630897989,-0.3181628863614518,0,0,0,1,0,0,1,0,0,0,0,1.0
597-64-0750,1.593777750674071,1.0869426036372365,-1.2031436523888577,0,0,0,0,0,1,1,0,0,0,0,0.0
291-67-2363,-0.41606271901415776,-0.6813750908931011,-1.0750333294046177,0,0,0,0,0,1,0,1,0,0,0,1.0
439-47-8328,0.26622299973930974,1.6887950416820234,0.1481703199466912,0,0,0,0,1,0,1,0,0,0,0,1.0
157-86-0009,-0.46269908628063633,0.5429745776806536,-0.4303676829601172,0,0,0,0,0,1,0,1,0,0,0,0.0
661-62-0345,-2.583589615685383,-1.1699162688834976,2.136138403655049,0,1,0,0,0,0,1,0,0,0,0,1.0
582-84-2594,1.1828032549458312,0.8637556578622955,-2.082494691068588,0,0,0,0,1,0,1,0,0,0,0,0.0
196-75-7935,-0.6980610385471147,1.282325220633755,0.5966987402036145,0,0,0,0,1,0,1,0,0,0,0,0.0
561-02-5744,0.3481875958367279,0.7274298113489215,-1.1725513427907763,1,0,0,0,0,0,1,0,0,0,0,0.0
491-97-8424,-1.2328945837529528,-1.7596877730937808,1.712145696212278,0,0,0,1,0,0,0,0,0,1,0,1.0
689-67-0450,-0.8621066761034161,0.3460559831078751,-0.8201118512856012,0,0,0,0,1,0,1,0,0,0,0,0.0
667-89-4020,-1.1383086043101467,-1.5191035302816072,-0.1708743713137029,0,0,0,0,1,0,1,0,0,0,0,1.0
508-34-1216,0.9188022129458672,0.08873898865881014,-0.02146388211183035,0,0,1,0,0,0,1,0,0,0,0,1.0
078-95-9359,0.962863843886634,0.7237873502395044,-0.3941518325279292,0,0,0,0,1,0,1,0,0,0,0,1.0
004-06-2983,1.0658403585416227,-0.09481346635239021,0.6102410184058799,0,0,0,1,0,0,1,0,0,0,0,1.0
758-81-1911,0.7568525918959244,0.49977285736225135,-0.708989694561489,0,1,0,0,0,0,0,1,0,0,0,0.0
847-75-6094,0.5650282664436235,1.0135416833806912,-0.24701798031940228,0,1,0,0,0,0,1,0,0,0,0,1.0
166-01-8965,-0.1763987575602461,-0.7093988450395619,-1.1055761468941476,0,0,0,0,1,0,1,0,0,0,0,0.0
459-24-6323,0.3508529007769125,1.3144490945143954,0.12099296583862802,0,0,1,0,0,0,0,0,1,0,0,1.0
835-61-7241,-0.21346719762640276,-2.4322954883862073,0.3168270528613303,0,0,0,0,0,1,0,1,0,0,0,1.0
180-02-1485,-1.3947148210679352,1.49999518572662,0.23099536360677414,0,0,0,0,1,0,0,0,1,0,0,0.0
230-79-9823,-0.7788482426563934,-1.2283711869285974,-0.6774694079280764,0,0,1,0,0,0,0,1,0,0,0,1.0
427-94-5224,1.2355659420626854,-0.09475077339009402,0.22584199780390227,0,0,0,1,0,0,1,0,0,0,0,1.0
033-09-3527,0.6166135615723382,-0.6963524395856951,1.8231070035836001,1,0,0,0,0,0,1,0,0,0,0,1.0
726-40-1886,0.03487841244335225,1.4030530581278013,0.6318195777341116,0,1,0,0,0,0,1,0,0,0,0,1.0
597-42-3965,1.0678846215539968,0.4694294636108267,-0.5846717043949688,0,1,0,0,0,0,1,0,0,0,0,1.0
426-47-2157,0.21906262834624066,0.17478507941052618,-0.870352527978426,0,0,1,0,0,0,0,1,0,0,0,0.0
107-84-3033,1.103348703306645,0.8196762360717444,-1.6823881125152402,0,0,0,0,1,0,1,0,0,0,0,0.0
624-23-9651,1.2815489214676146,0.25848645337235854,0.04025896376482438,0,0,0,0,1,0,1,0,0,0,0,1.0
836-07-5252,-1.799161907367422,-1.1245892571432494,1.1040980235819424,0,0,0,0,0,1,0,1,0,0,0,1.0
131-09-8267,-0.3206098685471169,0.47594326239341567,0.2826341923661644,0,0,1,0,0,0,1,0,0,0,0,0.0
781-07-3292,-0.005055877352177552,1.0801654944130035,0.7274754505360395,0,1,0,0,0,0,0,0,0,0,1,1.0
404-67-5611,-0.8082312888659021,2.4644887948783087,-0.20067480717496816,0,0,0,0,1,0,1,0,0,0,0,0.0
319-23-2383,-1.5251271567212783,-1.1462559449128618,0.5323837451416019,0,0,1,0,0,0,0,0,0,1,0,1.0
123-56-5780,-0.6705023030005477,-1.241260859976723,0.4540377373053833,0,0,0,0,1,0,0,1,0,0,0,1.0
774-91-0379,-0.0007685236289436044,1.697446670478917,1.1761028550100647,0,0,0,0,0,1,1,0,0,0,0,0.0
292-72-4961,0.05306329639203749,0.28073618569132686,-0.6207143324472278,0,0,0,0,1,0,1,0,0,0,0,0.0
823-39-5572,-0.04129626151458793,0.8309923157662321,0.9149577442407617,0,0,0,0,0,1,0,0,0,0,1,1.0
032-40-9906,0.44016002383333397,-0.7568762253865741,-0.018364438813824296,0,0,1,0,0,0,0,1,0,0,0,1.0
075-66-1318,-0.8776327242986645,-0.2810491801498739,-0.3011932796420309,0,0,0,0,0,1,0,1,0,0,0,1.0
589-78-2377,0.8115366274769407,1.1060263413602403,-1.0258134274506572,0,0,1,0,0,0,0,0,0,1,0,0.0
620-59-4905,0.8828982264943538,0.7648575098398318,-1.8711324549880126,0,1,0,0,0,0,0,1,0,0,0,0.0
792-07-4495,-0.313202649720633,0.03701729476433657,1.4076702444065832,0,0,0,0,1,0,1,0,0,0,0,0.0
782-17-9303,0.3910588964158592,-0.21750986286254145,-1.088946798421015,0,1,0,0,0,0,1,0,0,0,0,0.0
648-23-3826,0.00044293138363960975,0.13983375293032074,1.2377638357510303,0,0,1,0,0,0,1,0,0,0,0,1.0
579-05-9704,-0.018712330577248727,1.4952994828506243,-0.11896952247085128,0,1,0,0,0,0,1,0,0,0,0,1.0
332-79-8021,1.404088256848617,1.6435244536078422,-2.1779216628684672,0,0,1,0,0,0,0,1,0,0,0,0.0
391-26-5767,-1.9401448941670305,-0.8226599507241148,1.2640936375001575,0,0,0,0,1,0,1,0,0,0,0,1.0
295-24-6910,0.10645996381019773,-0.4046420860208627,0.5358605657673093,1,0,0,0,0,0,1,0,0,0,0,0.0
219-60-7685,1.0922605172205375,2.01735004918841,-3.042363203847212,0,0,1,0,0,0,1,0,0,0,0,0.0
520-81-0448,0.5826568003319793,0.7122769223618981,0.5057198716597556,0,0,1,0,0,0,1,0,0,0,0,1.0
442-50-4860,-1.3575040588933216,-1.0781400413778972,1.3622859808653238,0,0,0,0,0,1,1,0,0,0,0,1.0
480-31-6878,-0.03841100422497089,2.8186476081865166,-1.2416485128415282,0,0,1,0,0,0,1,0,0,0,0,1.0
200-67-1775,-1.4063399496541278,-0.9678568514024197,0.4548605436100437,0,1,0,0,0,0,1,0,0,0,0,1.0
222-01-7013,0.8993428992078213,0.2836764856230249,-0.4216323258008672,0,0,1,0,0,0,1,0,0,0,0,0.0
243-88-0389,-0.5342482917137423,-0.621340310198134,-0.780462485822689,0,0,0,0,0,1,1,0,0,0,0,0.0
165-45-0386,0.7600742468964383,0.33566775925537307,0.23335861179008408,0,1,0,0,0,0,1,0,0,0,0,1.0
737-87-4132,0.7094075762859428,0.4860305600268956,0.24701224723658882,0,0,0,1,0,0,1,0,0,0,0,1.0
832-17-1212,-0.8596548543259162,-0.4616613352293762,0.2940854289821499,0,1,0,0,0,0,0,1,0,0,0,1.0
324-39-6224,0.33488694788279816,0.2650566758210143,0.7990039204193583,0,1,0,0,0,0,1,0,0,0,0,1.0
801-66-5509,0.29988217838925946,0.20820669761070057,0.1152456947331442,0,0,0,1,0,0,1,0,0,0,0,0.0
487-96-3567,-1.1233971288559594,-0.9546975986164195,0.4228020302961392,0,0,1,0,0,0,1,0,0,0,0,1.0
028-63-2843,-1.31074477707863,-1.7494876281281677,1.3864876219467586,0,0,0,0,0,1,1,0,0,0,0,1.0
757-97-9335,-1.5756967895305536,-1.413748007142621,0.9182180368915578,0,1,0,0,0,0,0,1,0,0,0,1.0
317-23-1471,-1.422939882849548,-1.396645367028182,0.5353656446817995,0,0,0,0,0,1,0,1,0,0,0,1.0
526-64-3919,0.4481688770273834,0.7245772815644383,-1.9482720926783008,1,0,0,0,0,0,1,0,0,0,0,0.0
409-70-9734,-1.0704274277631685,-0.39078694135337333,0.6154253167765961,0,1,0,0,0,0,0,0,0,0,1,1.0
508-77-0690,0.42348892958368506,0.15395847733568468,-1.3549916279368666,0,0,1,0,0,0,0,0,0,1,0,0.0
550-63-5930,-0.25882266591677355,-0.6123501394048401,-0.3951293016718116,0,1,0,0,0,0,0,1,0,0,0,1.0
691-93-9283,0.6766993680879517,0.9001363838828566,0.16919209305372437,0,0,0,0,1,0,0,0,0,1,0,1.0
503-48-2055,0.8945751085745304,-1.5478231763095567,-1.3398656022609696,0,1,0,0,0,0,1,0,0,0,0,1.0
214-48-3445,0.2725692719391177,-0.47285202899927153,-0.7011080762747436,0,0,1,0,0,0,1,0,0,0,0,0.0
433-19-5079,1.1474232726209077,0.05744893117671108,-0.44590201853155925,0,0,0,0,0,1,0,1,0,0,0,0.0
104-64-6708,-2.7775228960175387,-1.5140316696318337,2.0910263467108208,0,0,1,0,0,0,1,0,0,0,0,1.0
740-90-8411,0.14063667739998958,0.6800715476302722,0.5333859603397595,0,1,0,0,0,0,1,0,0,0,0,1.0
010-14-5259,-1.5113866040684827,-1.4330260930487433,1.5057697900682154,0,1,0,0,0,0,1,0,0,0,0,1.0
335-52-8200,1.6062050584170176,1.481456876775595,-1.5091162404782212,0,0,0,0,1,0,1,0,0,0,0,0.0
222-19-4910,1.9261386890403664,-0.864263000503961,0.5870848981175847,1,0,0,0,0,0,1,0,0,0,0,1.0
396-61-6358,-1.5559851775093354,0.615491527168821,0.7666855735355617,0,0,0,1,0,0,0,1,0,0,0,0.0
850-64-0977,-1.6981649638573277,-1.2927192434295525,1.253675548650175,0,1,0,0,0,0,0,1,0,0,0,1.0
084-96-7854,-1.013459769260101,-0.7308461074411369,1.1817573284120158,1,0,0,0,0,0,0,0,0,1,0,1.0
697-69-2287,1.0276850951017984,0.557412766897499,-0.11919842347289974,0,0,1,0,0,0,1,0,0,0,0,1.0
659-74-6283,0.9572550589761001,1.294694542094822,-0.9650680507178849,0,0,1,0,0,0,1,0,0,0,0,1.0
080-01-7405,-1.3244917989181737,-0.48411168502769303,1.4698632653144714,0,0,1,0,0,0,0,1,0,0,0,1.0
087-67-4149,-0.8213507995908872,-1.2027046881644792,-0.3497945302391037,0,1,0,0,0,0,1,0,0,0,0,0.0
293-41-2856,-0.6475625667920676,1.0112157744794974,0.9517056348398725,0,0,1,0,0,0,0,0,1,0,0,0.0
239-47-0070,0.8651726548047778,0.8983747116423295,-0.15583495682777063,0,0,0,0,0,1,0,1,0,0,0,1.0
669-56-3067,-0.5783034534677609,-0.42603919405260093,0.8635973085919713,0,0,0,1,0,0,0,0,0,1,0,1.0
624-23-0099,-0.4296480111850005,-1.7660824552480066,-0.21787331489643752,0,0,0,0,1,0,1,0,0,0,0,1.0
129-57-7905,0.8833187236329753,-0.7554092100688398,1.2670507909860793,0,1,0,0,0,0,0,0,1,0,0,1.0
061-06-3998,-0.5904073018733074,-0.6408566293609822,-0.7180838695077337,0,1,0,0,0,0,1,0,0,0,0,0.0
269-81-2609,-0.6756711832122162,0.5075844004643743,0.7373862452733755,0,0,0,0,1,0,1,0,0,0,0,0.0
008-95-3082,-0.6396636897727344,-0.3526445430922851,-0.26349266595331333,0,1,0,0,0,0,0,1,0,0,0,1.0
033-52-2620,-0.10814236818188305,1.020017866385902,-0.877702106098248,0,1,0,0,0,0,0,0,1,0,0,0.0
711-99-7246,0.2164167309663005,-0.3355983266439124,-0.9161079823338169,0,0,1,0,0,0,0,0,0,1,0,0.0
673-53-0353,0.6056612284079395,0.07724736866989267,1.3633624342263078,0,1,0,0,0,0,1,0,0,0,0,1.0
016-76-5029,-0.5289629661406092,-0.8907445077779313,-0.11071671336997334,0,0,0,0,0,1,1,0,0,0,0,1.0
580-37-0433,-1.573859540494116,-1.1508513390491826,1.6208141963949936,0,0,0,1,0,0,0,0,0,1,0,1.0
560-95-6432,0.08438062943920398,-1.5450584166722885,0.6124619767771056,0,0,0,0,1,0,1,0,0,0,0,1.0
735-29-0352,0.9736673857558277,0.6150087913591392,-0.2460652572297955,0,1,0,0,0,0,1,0,0,0,0,1.0
176-19-4606,1.2046367602204004,0.9237716306685737,-0.39283410513775946,0,1,0,0,0,0,0,1,0,0,0,1.0
547-57-9743,0.42566257633102034,1.079695297195781,0.27015599449774563,0,1,0,0,0,0,1,0,0,0,0,1.0
257-01-7662,0.880439935530106,0.6768616679607001,0.009567669949640924,0,0,0,0,1,0,1,0,0,0,0,0.0
821-65-1971,-1.138418580484863,-0.5927272422060877,0.5956903384918883,1,0,0,0,0,0,0,1,0,0,0,1.0
730-19-8127,0.6531515283251571,0.71702904890396,-1.1171511137815109,0,0,1,0,0,0,0,1,0,0,0,0.0
107-92-7240,-0.21368714997583574,1.179659225577282,1.1188466719301378,0,1,0,0,0,0,0,0,0,1,0,1.0
059-56-4093,-1.9577087361879058,-1.107762466062914,2.1765858293683458,0,0,1,0,0,0,0,0,0,1,0,1.0
014-80-8177,1.2402043489610162,0.3740797372543353,0.22199398636406278,0,0,0,0,1,0,1,0,0,0,0,1.0
601-07-9988,-0.11341475538151946,-0.312646433147225,-0.5517841982628353,0,0,0,0,1,0,0,1,0,0,0,0.0
577-75-1250,-1.792136370559072,-1.694599939637729,1.9612580380901221,0,0,1,0,0,0,1,0,0,0,0,1.0
537-69-9542,1.175383097745852,0.39653008705265214,-0.7988859232307951,0,0,0,0,0,1,0,1,0,0,0,0.0
889-41-2671,-0.22427073949559692,1.1682365678468907,-0.10126990715030287,0,0,0,1,0,0,0,0,0,1,0,1.0
084-20-4957,-0.6853879017077428,-1.3472245048499836,0.7141373272815473,0,0,0,1,0,0,0,1,0,0,0,1.0
374-71-7889,1.259159066132716,0.7523941489353206,-1.314358606816503,0,1,0,0,0,0,0,1,0,0,0,0.0
276-15-4497,0.41610111831744623,1.1253106965625923,0.8569962986139822,0,1,0,0,0,0,0,0,0,0,1,1.0
389-38-8587,0.5125178776099418,1.716442638054706,0.2271535386805033,0,1,0,0,0,0,0,0,0,1,0,1.0
862-53-1136,-0.053924114046723724,-1.4090523042666259,-0.9711865126375009,0,1,0,0,0,0,1,0,0,0,0,1.0
843-50-0734,1.1898158533806853,-0.2313712768262602,0.4643382823975585,0,1,0,0,0,0,1,0,0,0,0,1.0
553-68-4985,-1.538065530217319,1.315414566133759,-0.4586833555648529,0,1,0,0,0,0,0,1,0,0,0,0.0
228-82-2500,-1.0011165609448784,-1.0784096211157712,0.5233266892767706,0,0,0,0,1,0,0,1,0,0,0,1.0
089-54-8904,-0.7614978837982028,-0.46584295581454194,3.0733704632851624,0,1,0,0,0,0,0,1,0,0,0,1.0
533-21-3927,1.0062268026586147,-0.7159189131183802,1.1969514057371695,0,0,0,0,1,0,1,0,0,0,0,1.0
171-94-8769,0.042479706872276306,0.42543154267126115,-1.6462341272187413,0,1,0,0,0,0,1,0,0,0,0,0.0
045-26-9401,1.025362657059259,1.4417847702344755,-0.8365617908652371,1,0,0,0,0,0,1,0,0,0,0,1.0
294-69-1287,0.2488467641341269,0.21903377219927703,0.9998057778378667,0,1,0,0,0,0,1,0,0,0,0,1.0
773-69-8934,1.2432578051060816,-0.9548417924297011,1.1635132998974074,0,0,1,0,0,0,1,0,0,0,0,1.0
895-97-1738,-0.660520347848352,-0.8542697423139253,-0.8266015040193497,0,0,0,0,1,0,0,1,0,0,0,1.0
366-55-7263,1.2359023397735829,0.739466860109817,-0.43636241460835595,1,0,0,0,0,0,0,0,0,1,0,1.0
388-82-0223,-1.1494420747034895,0.7782675344750167,-0.8120137050239452,0,0,1,0,0,0,1,0,0,0,0,0.0
837-45-5520,0.26086004392520046,1.9342442583683928,-0.5195833951368467,0,1,0,0,0,0,1,0,0,0,0,1.0
718-25-2239,-1.1343624003938544,1.9807498977998117,-0.6138411158722092,0,0,0,0,1,0,1,0,0,0,0,0.0
441-09-1265,-1.5063341692182788,-0.4779176203528155,0.8094900609186004,0,0,1,0,0,0,1,0,0,0,0,1.0
159-84-9051,-0.517441344542385,0.7302572639484859,0.00014998970637707332,0,0,0,1,0,0,1,0,0,0,0,1.0
186-57-4083,0.03769897786548923,-0.670717287302725,0.5967729783664415,0,0,1,0,0,0,0,1,0,0,0,0.0
524-94-1503,-1.082660659903675,-1.3474878152916276,-0.5911180515337353,0,1,0,0,0,0,0,0,0,1,0,1.0
429-23-5991,-0.8993368458382734,-0.18474652076647813,0.2849603214680608,0,0,0,0,0,1,1,0,0,0,0,1.0
892-46-8973,1.2963957050543211,-0.8058394289400093,0.7725008962903027,0,1,0,0,0,0,0,1,0,0,0,1.0
573-31-5845,-0.7323089131911343,-1.7232380848146933,-0.227128339195473,1,0,0,0,0,0,0,0,0,0,1,1.0
365-16-2991,0.9590858388257901,0.43411451794930295,-0.5780768809305495,0,0,0,0,0,1,1,0,0,0,0,0.0
578-11-6678,-0.16520706448617048,-2.0877663140867155,0.9834300764210577,0,0,1,0,0,0,0,1,0,0,0,1.0
112-17-0737,0.938429725539361,-0.07736601494532117,-2.713834587285734,0,0,0,0,0,1,1,0,0,0,0,1.0
725-97-8711,-1.3202932967187084,-0.28077960041199984,0.4547058807708217,0,0,1,0,0,0,1,0,0,0,0,1.0
211-83-0523,1.8260539008617431,2.259043957433229,-1.957978732467864,0,1,0,0,0,0,1,0,0,0,0,0.0
455-29-6582,1.8953582984932855,-0.32790590017015253,0.3321696065121374,0,1,0,0,0,0,1,0,0,0,0,1.0
421-42-9778,-0.29664800083244924,-0.912730929655255,-0.7038487017857549,0,0,1,0,0,0,1,0,0,0,0,0.0
128-10-0106,-0.24244915425753438,-1.9700101230055151,0.6798516690828486,1,0,0,0,0,0,1,0,0,0,0,1.0
480-13-2154,-0.7679476629859792,-1.2843560022592215,0.10691246095587119,0,0,0,0,1,0,0,0,0,1,0,1.0
557-27-0745,0.5829414445488917,0.7067097873099836,-0.24587966182272972,0,0,1,0,0,0,0,0,1,0,0,1.0
319-61-7574,0.42887776214478657,0.3842485357388007,-1.8664740102706507,0,1,0,0,0,0,1,0,0,0,0,0.0
564-45-3580,1.040688160465319,-0.29550617725540806,0.46040984628132336,0,0,0,1,0,0,0,0,0,1,0,1.0
278-62-7622,-1.8559872437620333,0.9444352310414448,-0.2027782217883853,0,1,0,0,0,0,0,1,0,0,0,0.0
563-29-0538,0.686707199987139,-0.3991439132274743,-0.4222819097255991,0,0,0,1,0,0,0,1,0,0,0,0.0
524-59-7509,1.5653650824767653,0.22485167910037687,-0.6456397956162204,0,0,1,0,0,0,1,0,0,0,0,0.0
340-80-6543,0.4281273364820159,0.5945896935392235,-2.843924594612014,0,0,1,0,0,0,0,0,0,1,0,0.0
541-41-1214,-0.4578666037798653,1.687459681585112,0.09321551991438429,0,0,0,1,0,0,1,0,0,0,0,1.0
859-56-1267,1.2329200446827453,0.07151723191600826,0.3112158850543615,1,0,0,0,0,0,0,0,1,0,0,1.0
218-85-6285,0.44792304793095816,-0.6090775667729713,1.3348302336466615,0,0,1,0,0,0,0,1,0,0,0,1.0
118-68-0026,0.34791588999331097,1.1055561441430177,0.17526106286478954,0,0,0,0,1,0,1,0,0,0,0,1.0
769-76-4552,-0.6597893297458258,-0.7002707497292157,0.4449683084134147,0,0,0,0,1,0,0,0,0,0,1,1.0
809-64-7326,0.7771464307244642,-0.29097347608138335,-0.08592735349949575,0,1,0,0,0,0,1,0,0,0,0,0.0
707-80-0893,1.6735169465301705,0.44260941434045614,-1.1417796242991978,0,0,0,1,0,0,1,0,0,0,0,0.0
639-78-7367,-1.4025166602860477,-1.2154815138804718,-0.008602120402141677,0,0,0,0,0,1,0,0,0,0,1,1.0
167-95-4435,-0.6647641343550537,-1.518332406845362,1.728137833787817,0,1,0,0,0,0,1,0,0,0,0,1.0
414-87-3295,-0.39818835602937724,0.41562636336811465,-0.31450047032867867,0,0,1,0,0,0,0,0,0,1,0,0.0
530-61-6334,0.8349421451312784,0.7438052131007231,0.08074350855953474,0,0,0,0,0,1,0,1,0,0,0,1.0
186-21-0616,-0.6345724398020426,-0.3382878547264246,-0.2716031852421071,0,0,1,0,0,0,1,0,0,0,0,1.0
582-55-9006,-2.289248087837203,-0.5812857765870076,1.0684142133166772,0,1,0,0,0,0,1,0,0,0,0,1.0
303-76-5304,-0.3591274064448299,-0.8364712103179968,-1.416565997487868,0,1,0,0,0,0,1,0,0,0,0,1.0
323-48-1308,-0.4118577476279445,0.6007336038442642,-0.41013778358989955,0,1,0,0,0,0,0,0,0,0,1,0.0
620-82-7279,-0.6027052258812939,-0.7007472162426681,-0.3256114486983758,0,0,0,0,0,1,1,0,0,0,0,1.0
748-10-3827,-0.7683487525643562,-1.2799424177135599,1.7251373747069136,0,0,0,0,1,0,0,0,0,0,1,0.0
235-54-5672,-0.234103903352588,-1.1608759437203664,-0.918693945005606,0,0,0,1,0,0,1,0,0,0,0,1.0
