	leukocyty	ssn	name	smoker	hemoglobin	trombocyty	indicator	alt	relationship	weight	ast	alp	hematokrit	hbver	etytr	er-cv	erytrocyty
9595	4.93009	406-62-7374	Kenneth Cox	no	7.86198	7.14873	1.00000	18.48709	widowed	103.41778	51.48237	47.61103	7.30055	5.67008	5.98287	49.67096	3.87844
9596	6.24524	413-89-6643	Joshua Hansen	Y	6.99572	7.15316	1.00000	18.19285	single	85.39438	36.06087	80.50755		6.40371	5.97374	48.06587	4.75526
9597	5.41228	357-97-6677	John Rios	no	8.00772	4.16391	1.00000	16.53371	separated	79.88885	39.97681	44.66237	4.89369	4.48238	5.94108	63.67630	5.60468
9598	4.42720	414-50-8008	Karen Jones	no	5.61470	5.97739	1.00000	21.67138	married	25.30956	60.04717	76.54751	8.21760	6.92737	5.58073	42.52146	5.30275
9599	5.08984	506-97-1150	Phillip Taylor	no	6.26322	7.51658	0.00000	10.67124	widowed	95.68441	31.41349	86.94987	5.77516	6.78100	7.39018	67.46093	3.82548
9600	7.09731	710-27-5330	Joseph James	no	7.24239	5.88275	1.00000	15.30170	nop	85.54578	23.49035	77.42549	6.75058	7.17960	3.75539	33.85384	3.66766
9601	5.46285	308-01-8073	Brian Garcia	yes	5.68228	5.58354	0.00000	19.61779	married	43.33075	46.95240	78.34665	6.73320	8.11990	6.54282	40.71235	6.83970
9602	4.63393	107-92-7240	Gregory Ellis	no	3.57580	5.21274	0.00000	20.29944	single	73.92889	46.20530	21.48317	7.88318	7.55768	5.24150	33.64002	6.41799
9603	6.56696	678-03-0151	Brandy Merritt	Y	7.43428	5.87683	1.00000	4.43694	married	79.00895	50.29255	66.91785	6.95217	6.68062	7.33035	55.17573	5.35871
9604	6.88310	512-11-2774	Dale Morgan	no	6.03357	6.86548	0.00000	9.39747	single	126.52639	48.33365	81.01039	5.86419	6.77806	7.37487	34.33136	4.00867
9605	6.26128	683-38-1823	Veronica Garcia	no	7.62801	5.48422	1.00000	13.47815	widowed	31.12156	55.40339	60.26521	5.75003	7.60475	6.00076	50.71183	4.75108
9606	4.93530	338-39-9920	Karina Clark	no	6.39174	6.81879	0.00000	16.55627	married	76.33037	45.93688	82.68791	5.98973	7.34179	5.90388	45.04856	4.80097
9607	7.09897	821-31-9020	Amy Ramirez	no	4.62034	5.52069	1.00000	17.86418	married	-0.32741	52.23451	46.51293	4.33864	6.72638	5.74787	56.49580	3.24246
9608	6.04592	015-61-3081	Kayla Wolfe	no	8.89438	3.95538	0.00000	14.66398	single	119.79190	40.30550	11.66947	6.07381	4.04584	7.60658	50.51447	5.80293
9609	6.01793	550-63-5930	Kari Black	yes	9.45378	6.00954	1.00000	16.74378	single	42.35595	45.28871	8.74029	4.91720	2.59881	3.77577	48.33814	6.46217
9610	5.79516	490-33-9767	Courtney Rush	yes	8.88377	7.16111	1.00000	17.34999	widowed	81.84209	49.32458	15.55382	4.78975	3.80062	6.12435	64.42748	5.92505
9611	7.52626	483-66-6958	Sandra Friedman	Y	4.31641	5.37503	0.00000	4.76776	married	106.73513	22.56606	34.46943	8.46728	4.42698	5.62010	22.52290	3.17659
9612	6.12853	747-39-3299	Troy Smith	yes	5.52239	4.55971	1.00000	16.96696	separated	51.13041	59.18940	76.80877	7.82602	7.81463	4.74472	39.88258	6.32983
9613	5.71558	043-09-4180	Andrew Castaneda	no	4.62638	6.52801	1.00000	11.91781	divoced	83.00515	34.16428	45.58484	5.31693	5.98023	5.81824	63.85459	3.43664
9614	6.58741	708-43-1714	Anne Harris	no	4.93994	6.90855	1.00000	9.15405	nop	51.78339	21.91651	56.76346	5.90091	6.78475	5.16835	72.70902	5.71190
9615	6.81492	633-72-2299	Megan Gross	no	6.07964	6.46032	1.00000	16.33222	separated	109.15052	52.83354	86.52083	5.83695	7.06003	5.55672	33.18275	4.51869
9616	6.18302	709-42-3391	Mandy Gordon	no	3.78231	4.67045	0.00000	12.02147	married	71.48074	53.78624	19.71615	7.20632	6.42375	7.17905	50.10235	4.17599
9617	7.59453	456-09-7260	Stephanie Ho	Y	5.75357	4.47042	1.00000	11.19372	married	21.84529	50.93067	78.66001	6.95221	5.68300	4.47126	30.36609	3.86665
9618	6.88797	476-07-2737	Tommy Li	no	7.07956	3.74510	0.00000	14.58562	single	69.69929	43.58767	69.43002	5.65735	7.50167	5.28032	63.61279	4.76634
9619	7.22156	019-35-2179	Barbara Lewis	yes	6.61715	6.55381	1.00000	19.11107	married	62.02133	37.63275	84.11069	5.52143	8.72854	2.72043	41.76219	4.87502
9620	6.36991	654-76-8541	Steven Price	no	7.49372	7.99237	0.00000	19.65904	married	65.00306	40.38906	63.06452	9.59316	5.84219	5.75339	25.68783	4.86189
9621	6.12095	332-80-8716	Stephanie Bailey	no	7.77273	4.26214	1.00000	11.38339	divoced	129.11002	60.12712	54.40536	6.67863	7.32793		32.84678	4.37279
9622	7.44771	004-06-2983	Jeffrey Sims	Y	4.39941	6.64436	0.00000	11.77012	nop	46.55771	29.98277	41.02436	7.01102	7.45139	4.74685	51.13260	6.49564
9623	7.01291	306-57-6117	Emily Johnson	yes	7.40357	6.21723	1.00000	9.95802	married	107.48904	75.53172	65.12108	5.09804	4.19499	4.21889	55.18151	4.10643
9624	6.48248	045-26-9401	Jessica Cummings	yes	4.01591	5.52839	0.00000	19.76431	married	121.60430	64.98213	30.77544	7.48751	7.16860	5.94314	49.79984	5.36839
9625	6.40945	435-06-3560	Kayla Knight	no	3.96336	6.42554	0.00000	11.19597	widowed	64.09918	61.50316	20.02957	6.25904	5.92152	5.11408	54.64361	4.19104
9626	5.07923	010-14-5259	Jennifer Alexander	no	5.08308	6.60860	0.00000	19.86085	divoced	43.08523	58.60219	68.72447	6.85625	4.58733	5.44711	20.14297	3.74401
9627	6.91693	317-28-2228	Angela Jensen	no	8.05555	5.89381	1.00000	15.47820	nop	91.48858	36.23578	37.47554	6.58019	6.71735	3.35873	40.43769	4.16622
9628	6.47422	090-10-3760	Sara Spence	no	7.87651	6.07181	1.00000	11.46874	divoced	8.54157	36.48872	49.15266	5.32234	4.11814	6.22656	38.34758	5.36218
9629	6.27608	115-50-9645	Holly Cantu	no	10.58928	5.41495	1.00000	14.92935	divoced	58.79610	50.15070	36.81433	4.92869	2.12117	6.34201	40.84543	6.90320
9630	5.38539	263-71-9277	Theresa Adams	Y	8.73908	7.71408	1.00000	21.23877	single	29.67220	32.14415	23.73111	3.48265	3.98853	6.65161	51.72146	5.98043
9631	6.07716	663-28-8524	Hannah Martinez	no	8.14855	4.97611	0.00000	15.77228	divoced	120.41201	52.43060	39.01829	7.19027	4.39938	5.07280	0.00000	6.14631
9632	5.98743	232-14-4542	Alexander Castillo	no	7.97530	5.57563	1.00000	14.79788	widowed	25.06909	57.18674	44.52321	4.64543	5.52814	5.62851	50.31671	5.81524
9633	5.87278	785-71-6463	Morgan Johnson	no	4.17996	5.73542	0.00000	7.22512	separated	74.37154	35.39541	33.24667	7.33674	6.06003	6.12788	38.51086	2.22968
9634	6.35651	118-42-3526	Kimberly Humphrey	no	6.61226	7.87142	1.00000	20.86171	nop	109.38764	61.75220	85.60905	5.96170	8.22401	5.55521	53.26370	6.36047
9635	3.05182	580-68-7854	Blake Robles Jr.	yes	7.85615	6.22393	1.00000	14.03621	married	78.31805	24.14734	50.77633	3.18895	3.24525	5.50747	55.26329	4.99898
9636	6.41969	504-96-7982	Richard Miller	no	7.39037	7.17585	1.00000	14.87058	widowed	101.65401	36.28534	67.89979	3.45108	4.59959	6.32388	33.14658	4.62846
9637	5.71928	227-92-6838	Sophia Li	no	5.92537	3.74974	1.00000	14.72280	married	101.86612	55.41078	81.15874	8.02067	7.21887	5.01162	60.07259	5.55597
9638	6.90446	717-62-9357	Erica Vega	no	7.94170	4.72145	1.00000	18.04525	separated	109.60768	61.15318	37.22998	5.87510	4.43256	8.52075	31.61585	4.92665
9639	7.85699	018-40-5252	Courtney Craig	Y	7.50238	6.36229	1.00000	17.19798	divoced	92.19087	40.40097	59.75949	7.12764	6.64921	4.87021	40.35755	6.76893
9640	6.52359	554-16-3236	Tammy Myers	no	4.68841	5.91970	1.00000	11.01026	divoced	21.11871	48.26997	49.88085	5.12446	6.29376	6.32662	42.83132	3.38840
9641	5.84555	807-65-6785	Charles Boyd	no	7.47227	5.22428	0.00000	16.97150	widowed	31.15772	66.56516	63.70565	7.52838	4.51838	7.53219	48.08073	6.40481
9642	6.08192	676-01-3863	Jeffrey Olson	no	7.03644	7.44668	1.00000	14.71955	married	93.26158	55.07182	77.74691	6.37633	7.66931	4.54889	50.45467	4.72187
9643	5.86772	571-93-0544	Audrey Villanueva	no	7.87998	4.87412	0.00000	11.87936	nop	39.21427	75.73922	49.12823	8.17192	4.89278	6.98916	24.32285	4.61025
9644	5.07457	710-27-5330	Joseph James	Y	8.00201	4.78067	1.00000	16.20419	nop	113.16028	36.92188	37.72401	4.72954	5.91296	5.28080	47.36819	5.86395
9645	6.19900	659-48-8994	Barbara Long	yes	6.25428	5.16797	0.00000	11.25216	nop	10.34915	70.09182	89.37312	8.82045	4.03811	5.93512	47.66566	5.32006
9646	6.16102	211-99-1126	Hannah Neal	no	5.71279	6.30062	1.00000	14.16619	divoced	84.47015	57.19169	75.88446	5.84378	4.59515	4.55872	40.60838	3.17031
9647	5.19207	194-52-2400	Benjamin Martin	no	6.34291	6.37702	1.00000	18.15051	nop	76.62282	30.72196	85.94808	7.17210	8.25814	6.87701	34.63952	5.85518
9648	6.87403	232-21-9720	Kyle Butler	yes	6.50120	6.42764	1.00000	6.46959	divoced	118.64787	43.55519	97.21680	5.58185	5.38858	5.86727	53.08718	4.40775
9649	5.46233	639-79-1218	Ariel Meyers	Y	6.80262	6.08536	1.00000	12.18744	divoced	14.54260	32.08925	87.98200	7.28924	7.21939	4.88081	34.04368	3.69812
9650	6.75892	161-01-6579	Aaron Fleming	no	4.24120	4.86004	0.00000	15.11469	separated	68.98122	38.25011	31.28587	6.65628	5.05038	4.91498	45.60281	0.55127
9651	6.49345	894-67-5925	James Porter	Y	4.51700	7.14090	0.00000	8.84641	nop	33.85952	30.17214	38.65851	7.74551	6.96975	5.04526	48.20812	3.51664
9652	5.44886	810-55-9575	Jessica Galloway	no	5.95983	4.87274	0.00000	14.77575	separated	7.49294	20.96062	80.69636	7.57958	4.01646	6.46215	48.82533	4.85591
9653	6.57251	503-58-8362	Heather Bishop	no	8.25445	5.03143	0.00000	18.97349	married	88.00359	42.94962	31.82591	5.15319	4.33027	6.05670	26.00169	5.38758
9654	5.62193	158-66-0548	Paul Huber	no	8.70104	3.87505	1.00000	18.35323	widowed	91.54874	57.00510	21.19658	6.07391	7.04842	4.84051	44.83135	4.46305
9655	5.60451	120-68-7290	Mrs. Nancy Taylor	no	4.55633	6.44208	0.00000	19.23697	divoced	95.86891	46.11843	42.52709	8.01458	7.83963	4.76830	55.27440	5.53634
9656	5.60513	831-89-3499	Cameron Barton	no	5.51779	5.78694	0.00000	8.20294	divoced	38.71861	63.94673	75.16590	7.04325	7.77218	6.05383	51.90658	5.41038
9657	6.42630	386-88-8121	Kimberly Schmidt	no	8.78998	5.75307	1.00000	17.38934	married	91.43781	74.19738	18.12590	5.64661	7.53460	5.58948	45.45915	2.39604
9658	5.62089	402-09-3769	Holly Cohen	Y	7.09047	6.54132	1.00000	16.65298	married	120.36602	21.74168	81.88535	8.71204	5.92449	6.44953	73.54568	6.06545
9659	5.64678	509-57-1858	Ronnie Hughes	no	8.82472	5.52928	1.00000	12.81657	married	65.94863	43.13381	20.34824	3.44924	4.09768	3.02263	30.76094	6.33991
9660	5.62588	693-35-8455	Trevor Parker	yes	9.57566	4.69704	0.00000	14.74942	divoced	72.78207	42.80407	13.86553	5.83705	4.89651	6.31863	39.08809	4.69448
9661	5.96566	192-13-3005	Jessica Sullivan	Y	6.99581	6.15130	0.00000	12.00904	married	70.19643	64.62951	80.72193	4.64873	6.92111	3.67712	54.70286	5.12801
9662	6.87244	297-88-9666	Ariel Pierce	no	6.10192	6.39741	1.00000	18.94212	widowed	96.11956	59.43675	88.61389	9.03451	6.49201	5.62174	47.32701	6.46281
9663	5.25973	711-99-7246	Kathryn Rodriguez	no	10.66538	6.05810	1.00000	16.73284	widowed	35.52814	33.36037	41.25361	3.96917	6.84414	6.24165	59.53697	3.05464
9664	5.27975	772-32-3965	Derek Davis	yes	8.02085	6.28029	1.00000	14.39761	married	74.24131	56.68907	44.19614	3.96708	4.08920	5.21536	63.98986	4.81270
9665	7.36080	222-85-8898	Steven Blake	no	9.61829	6.77715	0.00000	12.79845	nop	86.31141	29.65100	14.04043	7.36090	5.10070	6.14642	33.94151	6.05006
9666	5.03586	650-57-5029	Jerome Williams	no	6.50282	5.44253	0.00000	31.67490	divoced	123.48678	40.49808	78.16465	5.92154	8.27895	6.66152	45.09602	7.47445
9667	6.18211	308-01-8073	Brian Garcia	yes	10.04470	6.65296	1.00000	12.91985	nop	77.80921	53.62284	22.62152	3.97349	6.95955	6.16164	51.34424	2.64496
9668	7.31788	087-36-3328	Olivia Howard	no	7.86022	6.71670	1.00000	19.97016	divoced	72.52646	30.89549	41.61598	3.50152	5.04251	4.75865	41.97310	5.61428
9669	3.86358	008-66-3414	Kathleen Dixon	no	8.84027	5.94750	1.00000	14.22344	divoced	46.72938	23.84384	14.57650	6.67530	5.71953	6.53965	52.41274	4.04546
9670	5.18275	896-33-1333	Melanie Johnson	yes	8.56737	6.54107	1.00000	14.67666	nop	105.99461	42.71527	26.95336	6.02678	3.43702	3.30867	32.93885	5.20162
9671	6.47330	052-37-1393	Alejandro Castaneda	no	9.00514	7.04247	1.00000	15.48284	single	8.04594	53.29964	18.16306	3.96462	3.45068	6.52502	69.05404	6.43172
9672	5.69634	592-02-1717	Tracy Vasquez	no	5.83322	5.38926	1.00000	8.45700	divoced	67.36101	66.40519	86.85879	5.11183	6.15733	5.27308	35.76701	4.18373
9673	5.87783	694-81-4862	Christopher Baker	no	7.82061	6.62433	1.00000	12.81457	single	58.43804	41.77642	52.61631	6.14891	7.20584	5.63062	63.67499	5.31339
9674	6.33303	749-96-8824	Miss Whitney Robinson	Y	6.51594	7.69661	1.00000	14.12559	divoced	18.48450	50.39339	90.51076	5.01956	4.49040	5.30358	44.39490	3.88109
9675	7.68194	768-02-6418	Michael May	no	6.74814	5.64774	1.00000	11.18200	married	82.11138	52.80752	80.76859	4.67209	6.33090	4.80216	76.15179	4.51121
9676	4.66511	485-77-2175	David Becker	yes	5.13678	6.87865	1.00000	16.40642	widowed	93.24784	52.70800	61.00561	7.28791	7.98294	4.94881	58.86928	6.30511
9677	4.67821	374-53-2289	Christopher Howell	Y	7.35797	5.72117	1.00000	24.31344	married	-3.51580	36.92016	67.64065	7.38826	6.85139	6.77051	29.94888	4.72359
9678	5.83589	226-52-9893	Brandon Caldwell	no	8.57219	5.31210	1.00000	18.76727	single	16.21103	47.70356	23.98775	7.89780	5.91714	6.06568	40.94382	4.45864
9679	4.45562	601-62-9699	Mr. Anthony Camacho	Y	6.17129	4.61806	1.00000	13.62115	separated	82.35724	52.41721	89.01420	8.16217	7.62096	5.63784	46.14375	5.33496
9680	6.21045	526-73-0004	Alice Beasley	Y	7.92358	6.57467	1.00000	20.27673	married	78.54627	81.23236	52.04405	6.00745	3.25794	5.92321	42.32065	5.08571
9681	5.45320	247-61-2110	David Castillo	no	3.24593	6.38645	0.00000	11.70895	married	8.31472	29.65145	3.80034	10.18001	8.23243	6.02325	36.53573	4.73792
9682	5.65231	540-53-4651	Maria Hernandez	yes	3.70658	8.36571	0.00000	18.54657	divoced	78.90111	39.69456	16.69436	8.43689	7.23843	5.48109	64.48620	4.32546
9683	5.79603	820-23-7751	Anthony Walker	yes	7.18822	6.32297	0.00000	7.04841	widowed	87.45202	37.80555	71.01884	4.44607	5.40169	6.39788	27.01443	0.87401
9684	7.64588	635-60-9463	John Walsh	no	8.39941	7.08311	1.00000	18.00909	widowed	41.41796	61.67781	35.27382	5.26173	4.44534	7.56942	21.84797	5.88787
9685	6.92920	731-29-2378	Ana Johnson	no	5.04811	6.18119	0.00000	17.05794	divoced	44.39929	60.94229	64.20571	6.24678	6.44985	5.66778	70.62792	3.98750
9686	5.41618	233-66-8491	Jasmine Gordon	no	6.68156	6.11424	1.00000	14.93925	nop	33.10571	30.43845	89.42973	6.28213	5.13090	9.55666	31.01945	4.55780
9687	5.04699	485-38-3196	Kathleen Hall	no	4.75514	6.29517	0.00000	19.96291	divoced	36.18247	44.45803	49.13617	5.92499	4.19065	5.72065	53.43183	3.77139
9688	5.72402	575-20-1153	Tammy Sloan MD	yes	3.98522	6.61834	0.00000	69.68404	nop	37.71933	39.19488	19.75125	8.69127	9.18830	5.24140	57.60798	8.93206
9689	6.64942	727-24-8075	Robert Higgins	Y	5.17383	6.05716	1.00000	18.14455	married	32.33617	43.22948	67.15103	7.24004	8.32667	4.44533	45.82447	4.82345
9690	4.92299	041-20-9583	Curtis Dickson	no	6.11848	6.36114	0.00000	13.85696	married	48.55146	65.78494	88.14009	8.42132	3.62733	6.50037	66.51955	6.12056
9691	5.13010	800-16-6359	Alexandra Chang	no	5.97763	4.56925	0.00000	7.27561	married	52.72767	58.90626	84.26965	6.60213	7.77548	6.62587	77.68702	5.63378
9692	6.72773	895-54-4192	Jennifer Wiley	no	7.44295	7.20089	1.00000	11.01024	divoced	65.99686	47.01378	59.07473	8.19534	5.65704	5.82395	57.43070	4.12583
9693	6.29635	899-70-7336	Eric Hall	no	9.10536	5.90306	1.00000	24.23880	widowed	81.56879	52.57453	12.98889	4.99254	4.16590	8.89032	53.07746	6.37224
9694	5.43342	504-76-8316	Nicole Mejia	no	5.39160	6.11266	1.00000	16.20136	single	82.79824	63.60676	68.15512	5.34666	4.18897	3.52509	18.12765	3.04943
9695	4.83810	895-04-8570	Kevin Smith	no	5.36774	8.47384	1.00000	19.27237	divoced	72.80930	38.62501	65.63573	7.10679	8.14003	5.58362	50.90731	6.32518
9696	5.42175	187-60-0718	Rebecca Williams	no	4.25803	5.64868	0.00000	16.19015	nop	67.81083	42.73938	30.54324	8.74202	8.29854	5.40589	66.77145	5.93618
9697	5.64985	399-41-9343	Jennifer Dorsey	no	6.97394	4.98339	1.00000	13.81958	single	62.54740	47.24679	76.13722	8.17625	7.06008	5.95621	31.06574	3.68918
9698	6.42893	619-42-2163	Donald Hunt	no	4.48935	3.26314	0.00000	33.23417	divoced	69.89005	36.11995	38.44893	7.48026	8.24923	4.67468	22.16179	7.79461
9699	5.01844	722-09-0800	Robert Rowland	no	5.66794	4.86931	0.00000		nop	-40.97538	63.20902	78.35985	5.51065	4.68454	5.38548	37.24978	3.32393
9700	7.79560	260-43-2139	Jennifer Carson	no	6.89916	5.41727	1.00000	12.88650	nop	87.85865	49.54130	81.78706		4.81062	5.45985	58.11526	4.82630
9701	6.90688	529-64-3613	Tami Weber	no	3.93525	6.52985	0.00000	12.88212	divoced	32.78562	50.51461	23.56442	7.45485	5.75369	6.06017	52.87905	1.53752
9702	5.38054	098-69-4353	Bruce Hensley	no	9.45038	5.67225	0.00000	53.42965	married	35.17367	49.52705		7.54212	1.89928	6.43205	76.97552	8.45807
9703	5.58263	476-53-4440	Rodney Sullivan	yes	9.21497	5.43016	1.00000	17.78903	single	42.93926	39.54677	20.36828	5.47869	3.21474	6.13969	35.92017	5.81942
9704	6.79619	069-94-1629	Jeremy Hill	no	5.44283	6.76382	1.00000	14.70897	divoced	115.07310	62.03275	80.25840	5.73571	4.03831	6.90388	33.85880	3.02178
9705	5.27943	575-93-9625	Heather Middleton	no	6.64348	6.11772	0.00000	13.97306	separated	32.78760	22.63441	86.16584	4.40198	4.90988	6.11812	55.95687	4.24548
9706	6.78316	759-71-4728	Austin Archer	Y	7.82861	4.71187	1.00000	18.79835	nop	74.37874	45.46679	49.66173	6.01289	7.56306	5.90007	30.44470	4.76321
9707	5.07025	815-40-0942	Raymond Garcia	no	6.77694	7.39189	0.00000	17.02754	single	71.92175	45.75336	77.76315	5.15263	5.93401	6.92203	28.87123	1.77558
9708	9.03122	155-78-4152	Jeffrey Pierce	no	7.25638	6.03933	1.00000	11.53278	married	71.63547	27.08688	68.40276	5.12305	8.80177	6.95438	51.82461	5.15445
9709	6.08694	665-17-2633	Bobby Larson	no	4.35874	5.00072	0.00000	13.69780	widowed	68.65453	50.34984	43.74943	7.28463	7.75021	6.88632	36.62493	6.88119
9710	5.72788	506-03-3946	Michael Herring	no	7.69148	8.39503	1.00000	16.75897	divoced	118.24381	51.62370	52.96043	4.23319	4.69258	5.64405	59.24983	4.46483
9711	7.57969	725-75-6568	Jacob Dunn	no	6.95203	4.91232	1.00000	9.61137	single	16.43188	28.06011	76.75066	6.34036	7.73804	5.25348	35.85834	3.20280
9712	4.77726	576-68-8218	Patrick Thompson	no	4.67249	5.21595	1.00000	15.02245	married	125.40812	49.72901	48.55527	5.74406	5.62017	6.42903	52.43602	1.86748
9713	6.58885	648-59-8088	Nicole Barker	no	8.29679	7.59940	0.00000	11.24704	separated	85.88366	48.82408	36.89267	7.59642	5.85147	5.23411	40.39296	5.36389
9714	6.40072	285-30-6412	Jesse Daniel	no	7.81035	5.44914	1.00000	17.49827	married	65.29081	68.51312	52.74370	3.16213	5.55921	5.82204	47.63258	5.81877
9715	6.81131	494-74-2453	Kathleen Schmitt	no	5.33814	6.40843	1.00000	7.58825	divoced	103.62997	49.76801	69.73404	3.18458	5.24767	3.94820	61.83829	3.36170
9716	5.03422	211-49-3690	Chad Smith	Y	4.29851	7.16192	1.00000	17.90412	nop	59.23906	44.68152	38.39708	5.93274	7.45976	4.91570	52.51084	3.66726
9717	6.46700	407-97-9479	Anthony Ellis	yes	6.92557	7.26416	1.00000	14.10711	married	87.36599	57.29340	82.65659	6.62941	7.59844	6.06690	39.14702	3.86404
9718	5.06399	211-41-8121	Anna Torres	no	8.86791	4.91435	0.00000	16.36989	single	98.17529	36.96300	15.33479	4.05791	6.37769	5.61774	40.82861	4.26405
9719	5.89384	151-33-2600	Karen Thompson	no	6.10023	4.91684	0.00000	13.89388	nop	84.44563	33.89483	91.03153	6.56578	5.89873	4.46813	47.05900	3.81282
9720	6.75499	880-05-4840	Patricia Wilkins	no	6.83192	6.70854	1.00000	14.78968	nop	36.85925	45.51090	79.81150	10.13903	5.53483	8.03249	47.51429	3.71914
9721	6.10745	734-94-6589	Dennis Padilla	no	8.69458	7.71999	0.00000	10.59316	single	55.11361	44.60368	27.19218	6.98318	3.76711	6.32455	55.48608	4.95511
9722	3.17891	283-74-4348	Amanda Wilson	yes	6.64665	6.06672	1.00000	9.04011	single	59.74526	30.67871	81.37085	4.76576	5.39665	6.25947	52.81183	3.98625
9723	5.30972	890-80-8965	Dustin Lindsey	Y	6.72705	5.35116	0.00000	14.31978	single	88.33852	27.83703	80.37780	7.64737	4.89475	9.23969	38.18880	5.19620
9724	5.67169	344-50-5486	Amanda Adams	Y	7.08041	7.06991	1.00000	10.74207	separated	45.86602	55.24040	72.07655	7.33341	6.83084	4.88626	60.09229	3.62146
9725	7.30998	565-20-5598	Juan Mcmillan	no	8.63787	5.79115	1.00000	12.10487	single	96.52817	56.77713	19.56563	6.30166	6.70893	6.48905	54.42417	5.06214
9726	6.76167	690-88-6942	Elaine Elliott	no	5.16673	5.34279	0.00000	14.02647	separated	73.71230	33.24543	62.29678	7.72442	7.81924	6.66380	57.69588	4.90391
9727	5.66500	882-43-8041	Barbara Blevins	no	5.16791	5.43433	1.00000	9.64094	widowed	76.61102	47.83629	68.19862	9.10181	6.98209	4.44996	22.18116	5.82500
9728	8.24842	170-59-8142	William Reeves	no	5.76654	7.26678	1.00000	15.54316	single	54.82987	37.48633	80.71175	7.89457	7.03558	5.41976	39.03685	4.96127
9729	6.01020	343-15-0097	Douglas Wilson	yes	7.28930	7.05053	1.00000	15.21713	divoced	96.59463	48.82770	68.48891	7.19286	6.83108	5.94682	62.00142	5.64161
9730	6.09439	503-58-8362	Heather Bishop	Y	8.24816	6.46198	1.00000	17.61330	widowed	63.49833	63.09114	33.55872	7.14876	6.54922	5.18189	26.28567	2.51855
9731	6.30998	522-35-0537	Mrs. Cristina Wilson	no	6.50381	7.48380	1.00000	9.90071	divoced	52.93665	41.69509		4.14647	3.93392	5.05986	68.70431	4.24935
9732	6.65369	836-07-5252	Stephanie Carey	Y	7.64699	5.83137	1.00000	6.97039	married	55.09276	75.54048	50.67691	7.92750	6.41884	4.32147	55.02007	4.40358
9733	5.36745	370-55-2861	Anthony Kennedy	no	7.99625	6.91160	1.00000	22.16771	single	30.68629	47.93388	43.97219	7.59705	6.35066	5.76667	50.18507	5.83739
9734	6.30724	520-81-0448	James Hatfield	no	6.87914	6.05052	0.00000	12.92407	nop	112.46192	46.27083	83.24358	8.52216	3.78230	6.66306	57.47209	4.80868
9735	5.38911	895-04-8570	Kevin Smith	no	8.00276	4.69897	1.00000	17.64098	separated	89.96248	70.99344	48.99946	5.53620	4.15678	7.02440	23.85000	5.35047
9736	6.87084	812-21-5110	Amy Sanchez	no	7.35767	7.34508	0.00000	10.58056	married	58.10073	59.40859	72.52330	5.22725	7.00776	5.18617	62.70548	3.69237
9737	5.39471	722-77-1813	Dr. David Richardson	no	5.99311	4.80919	1.00000	12.98916	widowed	69.77224	57.78409	86.34017	7.64418	7.60397	6.58440	28.22212	5.06727
9738	8.31595	594-89-1963	Dr. Christina Huynh	no	8.38369	5.53491	1.00000	15.16359	single	130.69348	52.84345	24.64675	6.54481	6.62305	6.23251	40.70102	3.14306
9739	6.40969	313-66-6644	Morgan Davis	N	2.95849	6.74108	0.00000	16.48074	divoced	95.52356	50.34960	9.80414	7.87539	6.55509	5.74008	56.35883	4.59240
9740	5.96729	405-33-2043	Amber Payne	no	9.56567	6.99576	1.00000	10.49594	divoced	53.87703	38.50633	8.53243	5.28024	2.55762	7.27149	30.01979	5.91066
9741	7.13983	474-14-3926	Michelle May	yes	6.52556	4.48752	1.00000	15.66666	nop	46.79843	50.56571	79.44497	5.28317	4.66582	5.96216	45.92230	4.94616
9742	5.76312	616-11-7068	Leslie Richmond	no	6.19181	5.39125	0.00000	19.49543	widowed	52.47141	67.86777	89.76339	9.22223	3.62083	7.57614	44.93897	5.46647
9743	5.68826	181-90-1017	Mrs. Jennifer Henderson	N	6.24798	7.53249	1.00000	15.78120	nop	47.51993	36.52945	84.68233	7.50057	7.28590	7.05727	39.16503	4.02860
9744	5.05461	183-97-3919	Natalie Cook	Y	6.98192	7.08138	1.00000	7.90050	single	65.61887	33.91887	80.40771	5.28693	5.72476	6.28389	61.35628	4.90184
9745	6.06990	372-15-3555	Michael Hubbard	yes	5.77786	7.93930	1.00000	13.48949	widowed	75.49285	41.91676	79.65035	4.68334	4.90071	7.40408	58.73498	3.60977
9746	5.78863	507-80-4457	Thomas Walker	no	6.36705	3.62713	1.00000	12.49628	nop	59.46281	52.28665	80.21700	6.68992	8.62111	5.18440	49.99125	5.03085
9747	6.89591	724-06-9382	Christopher Smith	Y	7.26753	5.24015	1.00000	13.64600	widowed	61.03845	50.99610	69.92888	3.75800	3.98324	3.98899	25.99149	5.04877
9748	5.14111	699-22-7796	Terri Stevens	no	8.07233	7.59096	1.00000	10.22015	nop	56.61224	44.89297	40.77923	4.80275	7.66971	4.77326	54.70823	4.97144
9749	7.19812	563-23-1436	Kristen Gardner	Y	3.85253	6.40141	1.00000	7.52154	divoced	119.21353	48.25724	16.92329	5.18067	6.65089	5.62311	51.15902	2.16328
9750	7.93861	122-75-7478	Lee Williams	N	3.07160	5.14264	1.00000	8.24954	divoced	18.07419	49.18347	9.78776	5.81348	6.52824	5.84232	26.10824	1.54130
