ssn,smoker,relationship,job,blood_group,race,sex
436-01-9216,0,separated,Research scientist (maths),O+,Asian,1
436-53-9490,0,nop,Civil Service fast streamer,B+,Asian,1
437-06-8084,0,divorced,Quality manager,O-,White,1
437-50-5086,1,single,"Nurse, adult",O-,White,1
437-60-7421,0,widowed,Maintenance engineer,A+,Black,1
437-66-7718,1,widowed,Commercial art gallery manager,A+,White,1
437-84-9589,0,single,"Editor, film/video",B+,White,0
438-22-6177,1,divorced,Structural engineer,AB+,White,1
438-24-2922,0,widowed,Copy,O+,Black,0
438-60-4904,0,married,"Nurse, children's",A+,White,0
438-68-2319,0,single,Print production planner,B+,Black,1
438-78-9101,0,nop,"Loss adjuster, chartered",O-,Black,0
439-47-8328,1,single,"Administrator, sports",B-,White,1
439-49-7759,1,nop,"Engineer, broadcasting (operations)",A-,Black,0
439-50-7201,0,widowed,Operations geologist,AB+,White,0
439-53-3424,1,divorced,"Psychologist, occupational",AB+,Black,0
439-76-1559,1,nop,"Pharmacist, community",A-,Black,0
440-19-6331,0,divorced,Podiatrist,A-,Black,1
440-43-8618,0,widowed,Adult nurse,O-,White,0
440-62-7833,1,nop,Environmental consultant,AB+,Hawaiian,0
441-09-1265,1,divorced,"Investment banker, corporate",A-,White,0
441-12-9583,1,separated,Museum/gallery exhibitions officer,O+,Hawaiian,1
441-37-1820,1,married,Tour manager,B+,White,0
442-35-6562,0,separated,"Therapist, music",B-,Black,1
442-50-4860,0,widowed,Risk manager,AB+,White,1
442-51-3263,1,married,"Administrator, charities/voluntary organisations",O-,Black,0
442-68-2679,0,single,Scientific laboratory technician,A-,White,0
443-05-4694,1,married,"Exhibitions officer, museum/gallery",A+,Black,1
443-13-4646,0,divorced,Broadcast journalist,AB-,Black,1
443-58-1767,0,married,Control and instrumentation engineer,AB-,White,1
444-60-7124,1,divorced,Youth worker,AB+,Black,0
444-70-8737,1,nop,Sports coach,AB-,Asian,1
445-03-8874,0,divorced,"Surveyor, insurance",A+,Black,1
445-21-7457,1,divorced,Research scientist (life sciences),O+,White,1
445-45-8728,0,married,Broadcast engineer,AB-,White,1
445-46-2145,1,married,Horticultural consultant,A-,White,1
445-66-3449,0,married,"Scientist, research (medical)",A-,White,0
445-93-9916,0,married,Secondary school teacher,O+,Black,0
445-96-1160,0,separated,Company secretary,AB+,White,0
446-39-8854,1,single,"Geologist, wellsite",A-,Asian,0
446-77-0264,1,separated,"Designer, interior/spatial",A-,Black,0
447-19-7480,1,married,Manufacturing engineer,O-,Asian,0
447-55-2608,0,married,Financial controller,O-,White,1
450-13-9888,0,divorced,Physiological scientist,A-,White,0
450-38-5885,0,divorced,Air cabin crew,A-,Black,1
450-40-3945,1,single,"Therapist, nutritional",AB-,Asian,1
450-80-8223,0,single,"Sales professional, IT",AB-,Asian,1
450-96-4869,1,divorced,"Physicist, medical",AB+,White,1
451-02-9095,0,separated,Clinical cytogeneticist,B+,White,0
451-17-3964,0,divorced,"Engineer, water",AB+,Indian,1
451-19-8635,1,single,Barrister,B-,White,0
451-65-0888,0,divorced,Chief Executive Officer,AB+,Black,1
451-84-2614,1,single,Prison officer,B-,White,1
451-99-0803,0,nop,Database administrator,O-,Black,0
452-28-5150,1,married,"Psychotherapist, child",A+,White,1
452-80-1342,1,nop,"Physicist, medical",A-,Black,0
453-58-7662,1,single,Lexicographer,B-,White,0
453-68-0242,0,single,"Surveyor, minerals",B-,Black,0
454-14-3353,0,nop,"Scientist, physiological",A+,White,1
454-34-6367,0,nop,"Administrator, Civil Service",A-,White,0
454-70-9751,0,single,Archivist,A+,Black,1
455-29-6582,0,married,Fast food restaurant manager,B+,White,1
455-36-1595,1,single,Production engineer,A+,Black,1
455-44-3404,1,nop,"Designer, industrial/product",A+,Indian,0
455-44-8914,0,divorced,"Programmer, applications",AB-,White,1
455-64-4715,0,single,Chartered loss adjuster,AB+,Indian,0
456-09-2500,0,married,"Surveyor, minerals",O-,Asian,1
456-09-7260,0,single,"Producer, radio",A-,White,0
456-27-1792,0,single,Arts development officer,A-,White,1
456-32-3224,1,single,Geochemist,B+,Black,1
457-57-0239,1,single,Special effects artist,AB+,White,1
457-57-7479,0,separated,Aid worker,AB+,White,0
458-20-0724,1,married,English as a second language teacher,O-,Indian,0
458-50-4210,1,single,"Radiographer, therapeutic",A-,Asian,1
458-51-0139,0,nop,"Designer, ceramics/pottery",AB+,White,0
458-61-7465,1,nop,Nature conservation officer,A-,Hawaiian,1
459-02-0384,1,divorced,Product manager,O+,White,1
459-24-6323,1,divorced,Commercial/residential surveyor,O+,Hawaiian,1
459-53-5481,1,nop,"Optician, dispensing",AB+,Black,1
459-61-2626,1,divorced,"Biochemist, clinical",A-,White,1
459-69-3254,1,married,Acupuncturist,A-,Asian,1
460-10-5503,0,widowed,"Administrator, sports",B+,White,1
460-28-9569,1,divorced,"Doctor, hospital",AB-,White,1
460-29-0943,1,separated,Operational investment banker,O+,White,0
461-62-2668,0,divorced,Microbiologist,O+,White,0
462-23-9694,1,nop,Operational investment banker,B-,White,0
462-44-7127,1,single,Arts administrator,A-,White,0
463-04-2836,0,divorced,Hydrogeologist,O-,White,1
463-19-4087,0,divorced,"Scientist, research (physical sciences)",A+,Indian,0
463-22-9354,1,separated,Geochemist,B-,Black,0
463-41-6610,0,divorced,Insurance account manager,B+,Black,0
463-60-1764,0,married,"Radiographer, therapeutic",B-,White,1
463-62-1388,1,separated,Commercial art gallery manager,O+,White,0
465-08-4040,0,married,Metallurgist,AB-,White,0
465-22-3450,0,single,Higher education lecturer,A-,Black,0
465-87-0909,0,nop,Medical physicist,A-,Indian,1
466-43-4541,0,single,Theatre stage manager,B-,Black,0
466-49-7087,0,widowed,Dealer,AB+,Hawaiian,0
466-93-7141,0,single,Facilities manager,B-,White,1
467-05-4901,0,separated,Chief Operating Officer,O+,Black,1
467-36-7184,1,married,"Buyer, industrial",AB-,Hawaiian,1
467-43-0541,0,divorced,Holiday representative,B-,White,0
467-46-8044,0,divorced,"Doctor, general practice",O+,White,1
467-76-9562,1,separated,Arboriculturist,O+,White,1
468-17-5865,0,married,Podiatrist,A+,Black,0
468-20-7507,0,married,"Journalist, newspaper",O-,White,0
468-29-2526,0,married,"Surveyor, building control",A-,Black,1
469-21-5525,1,married,Environmental education officer,B-,White,0
469-27-7916,0,married,Marine scientist,B-,White,1
469-32-5804,0,divorced,Estate manager/land agent,O+,Indian,0
470-15-9051,0,widowed,Barrister,A-,Black,0
470-67-0736,1,nop,Investment analyst,B+,White,1
471-17-9543,1,married,"Scientist, physiological",B+,White,1
471-62-2175,0,married,Private music teacher,A+,Black,0
472-03-8844,0,married,"Engineer, civil (consulting)",AB-,White,1
472-12-1277,0,divorced,Sports development officer,AB-,White,0
472-15-5378,1,single,Naval architect,B-,Hawaiian,0
472-73-9419,0,separated,Facilities manager,O+,Hawaiian,1
472-86-1904,0,married,Medical laboratory scientific officer,B-,Black,0
472-92-6088,1,divorced,"Designer, fashion/clothing",O+,White,0
473-41-5999,0,single,Ergonomist,O-,White,1
473-64-5106,1,single,Scientific laboratory technician,A+,White,0
473-75-3051,1,single,"Engineer, building services",B+,Hawaiian,0
473-86-2327,1,married,"Producer, television/film/video",A-,White,0
474-14-3926,1,nop,"Psychotherapist, child",O+,White,0
474-26-4717,0,single,Television floor manager,B+,Black,1
475-16-5323,0,separated,"Engineer, production",O-,Black,1
475-80-6675,0,divorced,"Teacher, English as a foreign language",B-,White,1
476-07-2737,0,nop,"Scientist, research (medical)",A+,Black,1
476-13-5333,1,married,Dispensing optician,A+,White,0
476-29-1491,0,widowed,Television floor manager,B+,White,0
476-44-6595,0,nop,Product manager,O-,White,1
476-50-0121,1,divorced,Acupuncturist,AB+,Asian,0
476-53-4440,0,nop,Arts administrator,B+,White,1
476-61-0944,0,married,"Administrator, sports",O+,Black,0
476-62-7014,1,divorced,Actuary,B+,White,0
477-05-4161,1,widowed,Translator,A-,White,0
477-27-3998,0,married,Photographer,O+,Black,0
477-71-9948,0,single,Ecologist,B-,Black,1
477-77-2469,0,married,"Editor, film/video",O-,White,1
478-21-6913,0,nop,Film/video editor,B-,White,0
478-60-6735,0,single,Scientific laboratory technician,B+,White,0
479-13-1151,0,divorced,Logistics and distribution manager,O+,Black,0
479-61-8907,0,single,Radiation protection practitioner,AB-,White,1
479-87-9419,1,nop,Interpreter,AB-,Black,0
480-06-9873,0,divorced,Statistician,A-,Asian,1
480-13-2154,0,single,Psychiatric nurse,B+,Asian,0
480-31-6878,0,divorced,Systems developer,A+,White,0
480-35-2120,0,divorced,Nutritional therapist,AB+,White,0
480-47-9220,0,married,Glass blower/designer,AB+,Hawaiian,0
480-71-0670,1,divorced,Best boy,B+,White,0
480-93-6202,0,married,Pathologist,O+,Asian,1
481-71-1888,1,married,Speech and language therapist,AB+,Black,0
482-25-5398,1,separated,Operations geologist,A-,White,0
482-39-1844,0,divorced,Communications engineer,AB-,White,1
482-49-8337,0,divorced,Financial trader,A+,Hawaiian,1
482-65-1828,0,married,Quantity surveyor,A+,White,0
482-96-9663,1,nop,Textile designer,B+,Black,1
483-18-8050,1,divorced,Actuary,O-,Black,0
483-40-2147,1,divorced,Customer service manager,B+,Black,0
483-61-9414,0,divorced,"Engineer, electronics",A+,White,0
483-66-6958,0,nop,Community arts worker,AB+,White,0
483-84-8346,1,married,Manufacturing engineer,A+,Black,1
483-96-9222,0,nop,Electrical engineer,B-,White,1
484-43-0410,0,widowed,Clothing/textile technologist,A-,White,1
484-54-3392,1,widowed,Speech and language therapist,O+,White,1
485-30-4456,1,nop,Senior tax professional/tax inspector,B-,White,0
485-32-5593,1,divorced,"Doctor, hospital",A+,White,0
485-38-3196,1,widowed,Warehouse manager,B-,White,0
485-42-6882,0,divorced,Sports development officer,AB-,Black,1
485-77-2175,0,nop,Herbalist,O+,Asian,1
486-07-8363,0,divorced,Ship broker,O+,White,0
486-12-1219,0,divorced,"Therapist, art",A-,Black,0
486-28-9792,0,married,Web designer,O+,Black,1
487-38-0279,1,married,Legal executive,AB+,Hawaiian,1
487-68-3594,0,widowed,Tourism officer,AB-,White,0
487-76-1983,1,single,"Merchandiser, retail",O+,White,1
487-96-3567,0,divorced,Banker,B+,White,0
488-51-1626,0,married,Broadcast presenter,B-,Black,1
489-38-2929,0,married,Paramedic,O+,Asian,1
490-33-9767,0,single,"Engineer, site",O-,Black,0
490-42-5979,0,separated,"Engineer, control and instrumentation",A+,Black,0
490-60-8410,0,single,Occupational psychologist,A-,Indian,1
490-95-1100,1,divorced,Futures trader,B+,White,0
491-11-9361,1,separated,Herbalist,AB+,White,0
491-22-2979,1,widowed,Theme park manager,B-,Indian,1
491-24-3743,0,divorced,"Scientist, research (life sciences)",A-,White,0
491-69-6549,1,separated,"Doctor, general practice",O-,Black,0
491-74-8873,0,single,Retail merchandiser,A+,White,1
491-97-8424,0,separated,Freight forwarder,A-,Asian,1
492-22-0793,0,nop,Scientific laboratory technician,O+,Black,0
492-22-6462,1,divorced,Research scientist (maths),AB-,White,1
492-37-6974,0,divorced,Clothing/textile technologist,O+,White,0
492-64-9681,0,widowed,"Education officer, community",AB+,White,1
492-70-3913,0,divorced,Control and instrumentation engineer,AB-,Black,0
492-94-1057,1,nop,Psychiatric nurse,B-,White,1
493-29-4639,1,married,"Programme researcher, broadcasting/film/video",O+,Asian,1
493-97-0155,0,married,Network engineer,O-,White,0
494-29-4300,1,divorced,"Engineer, land",AB-,Hawaiian,1
494-60-6529,0,married,Sport and exercise psychologist,B-,White,1
494-69-5658,1,nop,Air cabin crew,AB+,Hawaiian,0
494-74-2453,0,widowed,Financial planner,B+,White,0
495-77-2113,1,married,Analytical chemist,AB+,Black,1
496-02-9136,1,widowed,Environmental manager,B+,White,1
496-29-0196,1,divorced,Corporate investment banker,A+,Asian,0
496-36-8580,0,widowed,Travel agency manager,A+,Black,1
496-58-3200,0,separated,Dispensing optician,AB-,White,0
496-62-2750,0,single,"Engineer, production",AB+,White,0
496-91-2313,1,divorced,Accounting technician,B+,White,0
497-54-2369,0,widowed,Writer,A-,Black,1
497-57-7735,1,divorced,Secondary school teacher,B+,Indian,1
497-87-2352,0,nop,"Engineer, civil (contracting)",A+,White,1
497-97-1030,1,married,"Conservator, museum/gallery",O-,Hawaiian,1
498-22-4333,0,single,Television production assistant,AB-,Asian,0
498-62-2476,0,single,"Scientist, water quality",AB-,White,0
498-69-4375,0,divorced,Midwife,AB-,White,1
498-95-3545,1,separated,Graphic designer,AB-,Black,1
499-02-4421,0,single,Fine artist,B-,Black,1
499-04-2653,0,divorced,Chartered management accountant,B-,White,0
499-15-8918,1,separated,"Engineer, electrical",B+,Asian,1
499-67-7558,1,separated,Special educational needs teacher,O-,White,1
499-89-9635,1,divorced,Chief Strategy Officer,A-,White,1
500-27-0845,1,single,Medical illustrator,B-,Asian,0
500-28-0156,0,widowed,Artist,AB-,White,0
500-59-9617,0,divorced,Consulting civil engineer,AB-,White,0
500-90-6319,0,single,Chief Operating Officer,A+,White,1
500-91-2723,0,single,Research scientist (medical),AB-,Indian,1
501-03-5135,1,divorced,Legal executive,B-,White,1
502-08-4155,0,widowed,Operations geologist,AB-,White,1
502-18-1728,0,single,Warehouse manager,B+,White,1
502-34-8012,0,single,Patent attorney,A-,Black,1
502-64-2064,0,divorced,Fashion designer,AB-,Black,0
502-73-3868,0,married,"Therapist, nutritional",O-,Black,1
503-24-7355,0,single,Chief Strategy Officer,A+,White,1
503-46-3894,1,divorced,Youth worker,O+,Black,0
503-48-2055,1,married,Tree surgeon,A+,White,0
503-53-9745,0,divorced,Fashion designer,O-,White,0
503-58-8362,0,separated,Hotel manager,O+,Black,0
503-71-3554,1,single,Advertising account planner,B+,White,1
503-91-6902,0,single,Purchasing manager,A+,Asian,0
504-31-3426,0,single,Dispensing optician,O-,White,1
504-32-4711,0,divorced,"Scientist, research (physical sciences)",O-,White,0
504-43-1928,0,married,"Engineer, production",A+,Black,0
504-76-8316,0,married,Meteorologist,O+,White,0
504-96-7982,0,married,"Engineer, water",A+,Hawaiian,1
505-03-2753,0,divorced,Corporate investment banker,B-,White,0
505-61-0784,1,divorced,Intelligence analyst,AB+,Black,0
505-94-6743,0,married,Insurance risk surveyor,B+,Indian,1
506-03-3946,0,widowed,Fast food restaurant manager,A-,White,1
506-26-2114,1,single,Soil scientist,AB-,Asian,0
506-33-8089,0,divorced,Oceanographer,A-,White,0
506-97-1150,0,single,Site engineer,O+,Black,1
507-18-3484,0,widowed,Warehouse manager,A-,White,0
507-53-6493,0,single,Press sub,AB-,White,0
507-74-0430,1,married,"Teacher, early years/pre",O+,Black,1
507-80-4457,0,widowed,Town planner,AB+,Black,1
507-87-6741,1,single,Magazine journalist,AB+,White,0
507-97-7117,1,single,"Scientist, audiological",AB+,White,0
508-10-5631,1,married,"Biochemist, clinical",O-,White,1
508-31-5764,0,separated,Charity fundraiser,O-,White,0
508-34-1216,0,divorced,Water engineer,O+,White,0
508-45-0975,0,single,Clinical embryologist,A+,White,0
508-77-0690,0,divorced,Biomedical engineer,O+,Asian,0
509-24-6373,0,divorced,Counselling psychologist,A+,Indian,1
509-57-1858,0,divorced,Quantity surveyor,AB+,White,1
509-70-8636,0,single,Pharmacologist,AB-,White,1
509-94-0972,0,single,Exhibition designer,AB+,Asian,0
510-01-6590,1,separated,"Development worker, international aid",B+,Indian,0
510-04-4245,0,widowed,Armed forces technical officer,O+,Indian,1
510-07-8824,1,divorced,Barrister's clerk,AB+,White,1
510-61-9258,0,divorced,Science writer,B+,White,1
510-70-6700,0,separated,Sub,A-,Black,0
511-19-4720,0,married,Senior tax professional/tax inspector,A-,White,1
511-91-3398,0,married,Secretary/administrator,O+,Asian,1
512-11-2774,1,nop,Training and development officer,AB+,Black,1
512-45-0486,0,separated,Automotive engineer,O-,Asian,0
512-55-2020,1,nop,"Copywriter, advertising",A+,White,1
512-55-5588,0,divorced,"Horticulturist, commercial",O-,Black,0
512-58-7782,0,divorced,Oncologist,A-,White,1
512-70-4284,1,single,Regulatory affairs officer,O-,Asian,0
512-72-6761,0,divorced,"Designer, television/film set",O+,White,0
512-83-8145,0,divorced,Leisure centre manager,A-,White,0
512-93-8108,1,widowed,Tour manager,A-,Black,1
513-33-4702,0,divorced,Hospital pharmacist,A-,Black,0
513-39-7947,1,married,"Embryologist, clinical",A+,Indian,1
513-50-4868,0,divorced,Health physicist,A-,Asian,0
513-63-4963,0,married,Electrical engineer,AB+,Asian,1
513-70-2418,0,separated,Museum education officer,AB-,Black,0
513-81-7984,0,widowed,Industrial buyer,AB-,Black,1
513-95-7625,0,widowed,Medical sales representative,AB-,Black,1
514-77-9109,1,married,Child psychotherapist,B-,Asian,0
515-06-0135,0,married,Printmaker,A-,Black,1
515-07-9400,1,nop,Community development worker,B-,White,0
515-23-3561,1,married,Biomedical engineer,AB+,White,1
515-26-6958,0,single,Armed forces operational officer,A+,Black,0
516-38-3288,0,widowed,Museum/gallery exhibitions officer,B-,Asian,0
516-39-3884,1,nop,Sub,AB-,White,1
516-57-3770,1,nop,Customer service manager,O-,White,0
516-60-3587,1,married,Product designer,O+,Asian,1
517-15-2247,1,separated,Film/video editor,B+,White,0
517-78-0874,1,divorced,"Administrator, local government",B-,Black,1
518-31-9053,1,divorced,Trade union research officer,A+,White,1
518-50-5054,1,separated,"Chemist, analytical",AB+,Asian,1
519-24-4902,0,single,Facilities manager,A-,White,1
520-18-5842,0,nop,Research scientist (medical),AB-,White,0
520-40-4304,1,single,Freight forwarder,AB+,Black,1
520-81-0448,1,divorced,"Scientist, water quality",AB-,White,1
520-88-3377,1,divorced,Volunteer coordinator,B-,Black,0
521-05-7299,0,married,Art therapist,A-,White,1
521-32-4588,1,divorced,"Pharmacist, hospital",A-,White,0
521-51-8901,1,divorced,"Designer, fashion/clothing",AB+,White,0
521-80-5691,1,married,Fast food restaurant manager,O-,Black,0
521-90-3285,0,widowed,"Geologist, engineering",AB-,White,1
522-31-3597,1,divorced,Comptroller,AB+,White,1
522-35-0537,0,divorced,Emergency planning/management officer,A-,Black,0
523-02-5609,1,single,Health and safety inspector,B-,White,0
523-13-1697,0,nop,"Engineer, civil (consulting)",O-,White,1
523-49-7033,1,married,Press photographer,B+,Indian,1
523-52-2582,0,widowed,"Restaurant manager, fast food",AB-,White,0
524-36-8039,1,single,Warden/ranger,O+,White,0
524-49-1418,0,single,Primary school teacher,B-,Black,1
524-59-7509,0,divorced,Dramatherapist,A+,White,0
524-67-2840,1,divorced,"Psychologist, sport and exercise",O-,Hawaiian,1
524-77-6518,0,widowed,Stage manager,O+,Black,0
524-84-0287,0,married,Writer,AB-,White,1
524-94-1503,0,married,Speech and language therapist,A-,Asian,0
525-07-9798,0,married,Higher education careers adviser,AB+,Indian,0
526-18-3760,0,married,Geographical information systems officer,A+,White,0
526-46-8816,1,separated,Fish farm manager,AB-,White,1
526-64-3919,1,nop,Radio producer,A-,White,1
526-73-0004,1,nop,Print production planner,B+,White,0
527-34-0775,0,married,"Lecturer, further education",A-,Black,0
527-90-4517,1,divorced,"Surveyor, rural practice",B-,Black,1
528-54-4227,1,married,Health and safety adviser,B-,Black,0
528-65-6479,0,divorced,Soil scientist,O-,Hawaiian,0
529-64-3613,0,widowed,Bonds trader,O-,White,0
529-83-9310,1,single,Cytogeneticist,AB-,Indian,0
529-98-3885,0,divorced,Soil scientist,AB+,Black,0
530-15-2879,0,nop,Neurosurgeon,O-,White,0
530-44-4596,1,single,"Designer, television/film set",B-,Black,1
530-61-6334,0,widowed,Automotive engineer,A-,Black,1
530-71-5625,0,single,Photographer,A+,Black,1
530-82-7273,0,divorced,Database administrator,AB+,Black,1
531-46-6472,1,nop,Retail merchandiser,B-,Black,1
531-71-3373,0,single,"Editor, film/video",AB+,Black,0
531-83-6370,1,separated,Charity officer,AB-,White,1
531-98-6548,0,divorced,Midwife,B+,Asian,1
532-21-4700,0,divorced,Pathologist,B+,White,1
532-26-7028,0,married,"Engineer, control and instrumentation",O+,Black,0
532-46-5327,1,nop,Facilities manager,AB-,White,1
532-84-7410,0,divorced,"Engineer, water",B-,White,0
533-17-4119,0,divorced,Retail manager,AB-,White,0
533-21-3927,0,single,Ecologist,B-,White,0
533-33-0460,0,widowed,Pharmacologist,B-,White,1
533-96-9152,0,married,Meteorologist,O+,Asian,1
534-16-5399,1,married,Tour manager,B+,Black,1
535-61-9125,0,married,Advice worker,A-,White,0
535-68-3003,0,separated,Chartered legal executive (England and Wales),O-,White,1
535-79-3519,0,widowed,Broadcast engineer,O+,White,1
536-17-7624,1,nop,Firefighter,O+,White,0
537-16-9680,0,married,Press photographer,A+,White,1
537-31-3052,1,single,"Engineer, energy",A+,White,1
537-33-6999,0,married,Fashion designer,AB+,Hawaiian,1
537-69-9542,0,widowed,"Doctor, general practice",O+,Black,1
537-73-9224,1,separated,Careers information officer,A-,White,0
537-97-5231,1,divorced,"Research officer, political party",A+,White,0
538-24-2624,0,married,Microbiologist,O-,Black,0
538-79-6456,0,divorced,Youth worker,A+,White,1
538-99-8643,0,widowed,"Investment banker, corporate",O-,Hawaiian,1
539-24-5510,0,married,Licensed conveyancer,A-,White,0
539-78-6284,0,separated,Counselling psychologist,O-,White,1
540-53-4651,1,widowed,Patent attorney,A+,White,0
540-85-0442,1,divorced,Ecologist,A+,Black,0
541-41-1214,1,separated,"Librarian, public",O-,White,0
541-41-1830,1,single,"Scientist, product/process development",A-,Black,0
541-68-5862,0,nop,"Production assistant, television",A+,White,1
542-16-1269,0,nop,Geographical information systems officer,B-,White,0
542-21-5385,0,nop,Barista,B-,White,1
542-75-2357,1,divorced,Probation officer,A+,Black,1
542-86-4411,0,separated,"Producer, television/film/video",B+,Hawaiian,0
542-86-5330,0,married,Corporate treasurer,B+,White,1
543-56-3440,1,divorced,Dentist,B+,Indian,1
543-64-0387,0,widowed,Town planner,B-,White,1
543-69-6997,0,nop,Solicitor,AB-,White,1
544-12-1581,0,single,Arts development officer,O+,Black,0
544-31-3532,1,single,Town planner,A-,Asian,0
545-48-8397,1,married,"Therapist, horticultural",O-,Black,1
545-70-8467,1,widowed,"Surveyor, land/geomatics",A-,White,1
545-76-3757,0,married,Electrical engineer,AB+,Black,1
545-96-1267,1,divorced,Records manager,AB+,Black,1
546-38-9340,1,single,Land,AB-,White,1
546-41-2388,0,single,Technical brewer,B-,White,1
546-77-7611,1,separated,"Engineer, civil (consulting)",A-,White,0
547-04-6260,1,separated,Haematologist,AB-,Hawaiian,0
547-57-9743,1,married,Facilities manager,O-,White,1
547-75-4037,0,single,Transport planner,B+,Asian,1
548-90-6041,1,divorced,Solicitor,O-,Black,1
549-61-4055,0,divorced,Phytotherapist,AB+,White,0
549-97-3552,1,married,Product/process development scientist,O+,White,0
550-28-9861,0,single,Tax adviser,B+,Asian,0
550-63-5930,1,married,"Administrator, local government",B+,Black,0
551-07-8640,0,single,Manufacturing systems engineer,O+,White,0
551-69-2667,0,widowed,Race relations officer,A+,White,1
551-74-1273,0,single,Armed forces technical officer,AB+,White,0
551-91-3269,0,nop,Solicitor,O-,Indian,0
551-97-9624,1,married,Television floor manager,A+,Black,0
552-07-6706,1,married,Herbalist,B-,White,1
552-77-1715,0,married,Copy,B-,Asian,1
553-68-4985,1,married,Radio broadcast assistant,AB+,Black,0
554-14-5496,0,divorced,Fashion designer,O-,White,0
554-16-3236,1,married,"Biochemist, clinical",O-,White,0
554-69-7588,1,separated,"Physicist, medical",A-,Hawaiian,1
554-78-4513,0,widowed,Secondary school teacher,A+,White,0
555-47-6025,1,separated,"Engineer, agricultural",O+,White,1
555-88-8564,1,married,Insurance account manager,O+,White,1
556-24-0672,0,married,Occupational therapist,O-,White,1
556-31-6142,0,divorced,"Lecturer, further education",O-,Black,1
556-53-9840,1,single,Broadcast engineer,AB+,White,0
556-59-6313,0,separated,Biomedical scientist,B+,White,0
556-81-6778,1,married,Police officer,O+,Indian,0
556-82-6035,1,widowed,"Lecturer, higher education",A+,Black,0
557-10-6525,0,married,"Producer, radio",B-,White,0
557-16-2687,1,divorced,Administrator,AB-,Indian,0
557-27-0745,0,divorced,Theatre director,O+,Hawaiian,1
557-34-8407,1,divorced,"Doctor, hospital",B-,Asian,0
557-39-5498,1,nop,"Programmer, systems",O+,White,1
557-64-8914,0,divorced,"Engineer, mining",A+,White,1
558-02-0301,1,nop,Naval architect,B+,Black,1
558-08-2056,0,single,Interior and spatial designer,B-,Black,0
558-20-1363,0,separated,Film/video editor,A-,White,1
558-58-1428,1,single,Television floor manager,AB+,Black,0
559-30-6847,0,divorced,Mechanical engineer,A+,White,1
559-39-9995,0,nop,Camera operator,A+,White,1
560-43-6149,1,divorced,"Scientist, marine",B-,White,0
560-95-6432,1,single,"Scientist, product/process development",AB+,White,1
561-02-5744,0,nop,Company secretary,A-,White,1
562-15-9317,0,divorced,Sports administrator,A-,Asian,0
562-61-4574,0,married,Civil Service administrator,O-,White,0
562-66-4791,1,nop,Operations geologist,AB-,White,1
562-89-3931,1,single,Energy engineer,A+,White,0
563-23-1436,0,widowed,Water engineer,O+,White,0
563-29-0538,1,separated,Marine scientist,O+,Black,1
564-19-7598,1,single,"Scientist, water quality",B-,White,0
564-30-8288,0,divorced,"Nurse, mental health",AB-,Black,0
564-44-1027,0,married,Publishing rights manager,A+,Black,1
564-44-9759,1,divorced,Leisure centre manager,A-,Asian,1
564-45-3580,0,separated,Air traffic controller,A+,Asian,1
564-55-8011,1,married,Video editor,B+,Black,0
564-73-4868,0,married,Computer games developer,O+,White,0
565-20-5598,0,married,IT technical support officer,AB-,Black,1
565-24-3525,0,married,"Horticulturist, commercial",A+,Black,0
565-76-5332,0,married,Community education officer,O-,Black,1
566-28-0659,0,single,Naval architect,O+,Asian,0
566-45-9673,0,divorced,"Psychologist, occupational",A-,Black,0
566-63-8757,0,divorced,Tourism officer,B-,Black,0
566-86-8628,0,married,Psychotherapist,O-,Black,1
567-06-0547,1,married,Orthoptist,AB-,White,1
567-06-5814,0,separated,"Clinical scientist, histocompatibility and immunogenetics",O+,White,0
567-11-7446,0,separated,Patent examiner,O+,Black,1
567-48-1350,0,nop,Physiotherapist,A-,White,1
567-69-2492,0,divorced,Air cabin crew,B+,White,0
568-40-5983,1,single,Logistics and distribution manager,AB+,Black,1
568-55-1759,1,nop,Retail merchandiser,AB+,White,0
568-61-5326,0,divorced,"Pharmacist, hospital",A-,White,0
569-18-0904,0,single,"Engineer, maintenance (IT)",A+,White,1
569-41-9949,1,widowed,Probation officer,O+,Black,0
569-74-1084,0,married,"Surveyor, building control",B+,White,0
569-88-6688,0,divorced,Drilling engineer,AB+,White,0
570-32-4010,0,single,"Psychologist, sport and exercise",A-,White,1
570-51-1984,0,single,Curator,A-,White,1
570-64-7982,0,divorced,Drilling engineer,A-,White,1
570-88-0841,0,married,Warden/ranger,AB-,White,1
571-22-1763,0,married,Psychiatric nurse,AB-,White,1
571-93-0544,0,married,Paramedic,AB+,Black,0
572-08-1679,1,separated,Youth worker,O-,White,1
572-52-4158,1,widowed,"Designer, exhibition/display",B-,White,1
573-26-1758,0,single,Architect,O-,White,0
573-28-2814,0,single,Cytogeneticist,A-,White,0
573-31-5845,0,nop,Hydrographic surveyor,O+,Indian,1
573-99-8692,0,single,Research scientist (maths),B-,Black,1
574-12-8552,0,separated,Event organiser,O-,White,1
574-57-2876,1,nop,Music tutor,AB-,Black,0
574-58-0526,1,married,Advertising account executive,AB-,White,0
574-63-6131,0,separated,"Buyer, industrial",A+,White,1
574-77-2975,0,married,Television floor manager,O+,White,0
575-02-4767,0,nop,Dentist,B+,White,1
575-07-5999,1,divorced,"Development worker, international aid",A-,Asian,0
575-20-1153,0,married,"Surveyor, rural practice",AB+,Indian,0
575-55-5771,0,widowed,"Designer, fashion/clothing",O-,Hawaiian,0
